,Объем багажника минимальный [л],Объем багажника максимальный [л],Полная масса [кг],Грузоподъёмность [кг],Максимальный крутящий момент [Н*м],Мощность двигателя [л.с.],Объём топливного бака [л],Разгон до 100 км/ч [сек],Максимальная скорость [км/ч],Расход топлива в городе на 100 км [л],Расход топлива на шоссе на 100 км [л],Расход топлива в смешанном цикле на 100 км [л]
1863,460.0,470.0,1445.0054494481433,493.99891011037136,106.80523147021754,78.2034876468117,50.0,13.899891011037134,162.00217977925732,8.919912808829707,5.839825617659415,7.720021797792573
1864,460.0,470.0,1590.0,550.0,204.73379589732798,185.48160997148,50.0,9.9903678005704,186.74693499524668,12.4,7.2,9.4096321994296
1865,460.0,470.0,1590.0,550.0,152.95304514675863,146.90609029351725,50.0,10.2,185.0,12.4,7.2,9.2
1866,460.0,470.0,1520.0,521.8751200647447,112.00038420718316,81.25014407769369,50.0,13.087454375397,164.5000960517958,10.275081644026422,6.4500288155387375,7.2
1867,460.0,470.0,1465.0,490.0,133.17679300136322,99.30997084368373,50.0,13.122274052559831,171.88862973720086,8.939953352696152,5.57772594744017,8.064408163208117
1868,460.0,470.0,1590.0,550.0,159.55405576565806,129.70916680369004,50.0,10.101938887975399,185.81717593353832,12.4,7.2,9.2980611120246
1869,460.0,470.0,1520.0,520.0,147.03986618406222,93.28708243810667,50.0,14.201328872802073,163.81180406351112,12.4,7.2,7.0574164876213334
1870,460.0,470.0,1440.0,495.0,102.0,75.0,50.0,12.729280422597748,162.11786596233708,9.0,6.0,7.347022339610486
1871,460.0,470.0,1447.1485200052543,493.5702959989491,114.29545440903739,85.86575040798652,50.0,12.285782240063051,166.43128960252207,9.142970400105085,6.057188160042035,7.571723040273223
1872,460.0,470.0,1440.0,495.0,102.0,75.0,50.0,13.050234085739385,161.58294319043435,9.0,6.0,7.436176134927607
1873,460.0,470.0,1465.0,490.0,136.1546619338877,102.29248549891668,50.0,12.965544108742753,172.67227945628625,9.081010302131522,5.734455891257247,8.174119123880073
1874,460.0,470.0,1556.323843612869,535.5673615483724,161.43263845162758,114.98342668384552,50.0,12.605439741937928,170.56736154837242,12.4,7.2,7.660518565159725
1875,460.0,470.0,1520.0,520.0,115.94023897642498,87.94621507878249,50.0,13.650896415353627,166.47908364174873,10.689840625992247,6.5964143385854985,7.498207169292749
1876,460.0,470.0,1590.0,550.0,144.6535628106624,134.133907026656,50.0,10.2,185.0,12.4,7.2,9.2
1877,460.0,470.0,1582.791296446808,547.4254630167171,135.45527781003025,111.91055562006053,50.0,10.375068514863235,183.1463333720363,12.4,7.2,8.994037041337368
1878,460.0,470.0,1590.0,550.0,203.11118362153206,185.03088433931447,50.0,9.99938231321371,186.67181405655242,12.4,7.2,9.400617686786289
1879,460.0,470.0,1590.0,550.0,148.5100672760778,142.64261773313612,50.0,10.2,185.0,12.4,7.2,9.2
1880,460.0,470.0,1590.0,550.0,162.06492441494902,166.36361772616078,50.0,10.2,185.0,12.4,7.2,9.2
1881,460.0,470.0,1465.0,490.0,126.0,90.2723018547203,50.0,13.5,170.0,8.6,5.2,7.8
1882,460.0,470.0,1527.1798713126782,523.0770877054334,173.92291229456652,93.33361868941802,50.0,14.68715204909442,158.07708770543348,12.4,7.2,6.3282226885795705
1883,460.0,470.0,1553.1395073338495,534.2026460002212,135.94185220015484,117.35712593365037,50.0,11.93770893997567,177.1013230001106,12.4,7.2,8.462790146676989
1884,460.0,470.0,1520.0,512.0299908594449,115.59400182811103,64.98125571284697,50.0,16.202249314458363,151.38725388473594,7.675576348231886,5.438350502730533,6.198500457027758
1885,460.0,470.0,1520.0,520.1053428219202,148.43114876163094,76.18961707945635,50.0,16.305191460271825,150.35816559452866,12.4,7.2,5.927389133699251
1886,460.0,470.0,1520.0,513.5915543782628,125.35915543782629,95.07746631347885,50.0,13.54806334216303,169.19894429728285,12.4,7.2,7.8
1887,460.0,470.0,1520.0,520.0,132.7833182394123,95.80294384010371,50.0,13.72611060798041,168.00490640017284,12.4,7.2,7.560588768020742
1888,460.0,470.0,1454.800387615879,492.03992247682424,116.20837211124373,84.47224807416248,50.0,12.969620156025702,167.1441085324461,8.763193798145938,5.526387596291876,7.555209302781093
1889,460.0,470.0,1520.0,520.0,136.3103803090352,87.58617450044613,50.0,14.800004473747915,160.13789709570548,12.4,7.2,6.948272930992745
1890,460.0,470.0,1572.2278005169687,542.3833430787008,243.01004093054365,172.24837523841376,50.0,11.326442235494468,179.84445743826782,12.4,7.2,8.809834600231113
1891,460.0,470.0,1520.0,487.8445239877381,120.43109520245238,80.09717250766369,50.0,14.388339299080359,161.6660773052113,11.242932711808628,6.768551180674404,7.407773800613095
1892,460.0,470.0,1520.0,522.5275393955302,149.19706664916814,86.4834763626819,50.0,13.531823998950088,161.0660945492724,12.4,7.2,6.6066094549272405
1893,460.0,470.0,1465.0,490.0,137.30593061430798,104.09107755340925,50.0,12.90495102029958,172.9752448985021,9.135544081730378,5.795048979700421,8.216534285790294
1894,460.0,470.0,1520.0,520.0,133.8032386556124,89.87530383618,50.0,14.483886613098953,162.5360325902838,12.4,7.2,7.1553846327972375
1895,460.0,470.0,1550.1389537565549,532.916694467095,164.083305532905,110.38893707629798,50.0,13.047217588817501,167.916694467095,12.4,7.2,7.377780743156799
1896,460.0,470.0,1520.0,520.0,152.15110648962192,77.35047420983797,50.0,16.264952579016203,150.5626975874325,12.4,7.2,5.91125395174865
1897,460.0,470.0,1590.0,550.0,155.86556830433267,155.5147445325822,50.0,10.2,185.0,12.4,7.2,9.2
1898,460.0,470.0,1520.0,520.0,111.76650477048405,65.30455117010038,50.0,15.96243928893152,152.1878035553424,7.197967259223733,5.279186903689493,6.190861665165291
1899,460.0,470.0,1444.8671258160523,494.0265748367895,106.67244078341028,77.92027548963142,50.0,12.453090542434722,164.36279522849466,8.922125986943161,5.844251973886324,7.316811019585257
1900,460.0,470.0,1520.0,520.0,149.3155941052476,76.13525461653468,50.0,16.38647453834653,150.05635609022278,12.4,7.2,5.901127121804456
1901,460.0,470.0,1547.7761818476115,531.9040779346906,130.3648285760532,104.14244676081437,50.0,12.190551427184033,175.95203896734532,12.4,7.2,8.355523636952228
1902,460.0,470.0,1444.8287462759354,494.03425074481294,110.3054435946088,82.33969433942173,50.0,13.71027522344388,162.89724776556122,9.096574925518707,6.038629970207483,7.8545198808299315
1903,460.0,470.0,1520.0,523.3192193349694,122.0,85.0,50.0,11.970966294745738,166.92529863710976,12.4,7.2,7.222410408867075
1904,460.0,470.0,1441.3897568605682,494.72204862788635,104.39038180017724,77.11243042806362,50.0,13.822111121847275,160.94503466518634,9.027795137211363,6.0111180548845455,7.7
1905,460.0,470.0,1590.0,550.0,256.94152335645265,195.82967982944862,50.0,9.684649109266628,189.29459075611143,12.4,7.2,9.715350890733372
1906,460.0,470.0,1450.1598077068381,492.9680384586324,111.75341539856453,81.09588462410284,50.0,13.79680384586324,164.06392308273522,8.83744307669059,5.674886153381182,7.740639230827353
1907,460.0,470.0,1590.0,550.0,230.28937156726164,175.84089450038803,50.0,9.794394036664078,188.380049694466,12.4,7.2,9.60560596333592
1908,460.0,470.0,1520.0,524.5653749252483,120.60919976079441,84.47844991029791,50.0,12.065157528405663,166.6522999401986,12.104454949168813,7.095689982059581,7.2
1909,460.0,470.0,1465.0,490.0,138.03157472330824,104.93129704804113,50.0,11.790249907740407,174.43268542437673,9.169916697419865,5.83324077491096,7.736675922508904
1910,460.0,470.0,1446.6023846701,493.67952306598,108.33828928329595,78.96143080205997,50.0,13.867952306598001,162.64095386804,8.8943618452784,5.788723690556802,7.7264095386804
1911,460.0,470.0,1530.6310333173183,528.796797613328,124.27807856799674,89.55615713599349,50.0,11.641817762293702,169.7336942815961,12.4,7.2,7.503743809066233
1912,460.0,470.0,1465.0,490.0,142.66723909640854,110.1761315377577,50.0,12.622776889662708,174.38611555168646,9.389500799303562,6.077223110337291,8.414056177236104
1913,460.0,470.0,1520.0,520.6177796206235,107.9768947859953,79.74133554474824,50.0,13.565243744163059,163.49422369649884,9.420090142024002,6.148267108949647,7.2
1914,460.0,470.0,1520.0,520.0,158.9980842188009,80.28489323662896,50.0,15.971510676337102,151.78537218192872,12.4,7.2,5.935707443638575
1915,460.0,470.0,1447.4013466215372,493.51973067569253,109.10529275667577,79.44080797292236,50.0,12.584870024319937,165.07237705403043,8.881578454055404,5.763156908110807,7.377632318916895
1916,460.0,470.0,1590.0,550.0,158.4401275468411,145.80943976988024,50.0,10.14637440212418,185.44687998229847,12.4,7.2,9.253625597875818
1917,460.0,470.0,1520.0,520.0,159.50668441078898,80.50286474748098,50.0,15.9497135252519,150.62667110269723,12.4,7.2,5.937523872895675
1918,460.0,470.0,1440.0,495.0,102.0,75.0,50.0,13.395441457130296,161.0075975714495,9.0,6.0,7.532067071425082
1919,460.0,470.0,1465.0,490.0,141.67703929703055,108.97746862272118,50.0,11.272210205158819,175.77575131995863,9.342596598280394,6.02510733142266,7.717489266857734
1920,460.0,470.0,1520.0,523.1847039390245,123.45223684878036,89.35671054634109,50.0,12.480894739512145,168.08917763658528,12.4,7.2,7.417835527317054
1921,460.0,470.0,1590.0,550.0,147.68456221641057,141.19798387871853,50.0,10.2,185.0,12.4,7.2,9.2
1922,460.0,470.0,1520.0,520.0,172.258326183827,85.96785407878299,50.0,15.4032145921217,153.81458154595674,12.4,7.2,5.983065450656525
1923,460.0,470.0,1448.629803622032,493.2740392755936,116.84326222989485,88.11730150548847,50.0,12.895385136379918,165.8682664629817,9.172596072440637,6.069038428976255,7.7
1924,460.0,470.0,1465.0,490.0,140.70285594082546,108.02435951042949,50.0,12.72616547679866,173.8691726160067,9.296451070881206,5.97383452320134,8.341684166240938
1925,460.0,470.0,1590.0,550.0,224.93941053609953,172.3517894800649,50.0,9.817654736799566,188.18621052667027,12.4,7.2,9.582345263200432
1926,460.0,470.0,1529.7252386017694,524.1679594007584,131.6962111810364,107.83669444197172,50.0,13.04152446591658,172.0839797003792,12.4,7.2,7.9945047720353895
1927,460.0,470.0,1520.0,520.0,131.04874207686206,92.39027897329987,50.0,14.13658052273478,165.60978949838082,12.4,7.2,7.382930002346178
1928,460.0,470.0,1520.0,520.0,127.29808947485763,96.77092538678983,50.0,13.543269649161921,169.61820897798304,12.4,7.2,7.754185077357966
1929,460.0,470.0,1520.0,488.80964900847874,118.47614039660849,83.67855264872819,50.0,13.8,164.55951754957607,11.651179834279304,6.935710529745637,7.667855264872818
1930,460.0,470.0,1520.0,520.0,123.71524148159206,94.94371733343286,50.0,13.534271377776118,169.2003345185572,12.011591051870651,7.062914488895524,7.731457244447761
1931,460.0,470.0,1590.0,550.0,141.34223380033438,125.85558450083599,50.0,10.2,185.0,12.4,7.2,9.2
1932,460.0,470.0,1520.0,480.5853075103306,122.8047978267046,85.0438980632748,50.0,13.820485762861573,164.85367312241735,12.4,7.2,7.773661162035122
1933,460.0,470.0,1453.2233636826547,492.35532726346906,114.69442913534846,82.93401820959278,50.0,13.735532726346907,165.28934547306184,8.788426181077526,5.576852362155051,7.752893454730619
1934,460.0,470.0,1460.4473215294604,490.9105356941079,121.629428668282,87.26839291767625,50.0,13.263260719531942,168.72525002824892,8.672842855528634,5.345685711057267,7.69073571670705
1935,460.0,470.0,1520.0,522.4238918357518,135.91098408694066,80.36300530435311,50.0,14.218497347823442,158.24123224155588,12.4,7.2,6.53021187729545
1936,460.0,470.0,1452.188558602952,492.5622882794096,122.96432079707736,93.52660907648698,50.0,13.268686483822883,167.31313516177119,9.24377117205904,6.097508468823616,8.090033875294463
1937,460.0,470.0,1590.0,550.0,144.74939167314002,130.49878334628005,50.0,10.2,185.0,12.4,7.2,9.2
1938,460.0,470.0,1465.0,490.0,131.7219287899428,97.62539123046011,50.0,13.198845853160904,171.50577073419547,8.871038732155185,5.501154146839096,8.010807902787366
1939,460.0,470.0,1520.0,522.012750217985,112.4408006975517,81.41530026158188,50.0,13.035154917165737,164.61020017438793,10.368670148229734,6.483060052316377,7.2
1940,460.0,470.0,1520.0,511.27907570023655,125.12790757002365,94.38372271007096,50.0,13.565406932248226,168.90988446252956,12.4,7.2,7.8
1941,460.0,470.0,1448.8736458057667,493.22527083884665,110.51869997353609,80.67913331569073,50.0,13.822527083884665,163.5494583223067,8.858021667107732,5.716043334215463,7.735494583223067
1942,460.0,470.0,1520.0,496.86815738213124,133.3860062329386,81.20466458902047,50.0,14.896430229838533,158.67444098170077,12.4,7.2,6.998762524348765
1943,460.0,470.0,1590.0,550.0,181.28583080153567,178.96828633375992,50.0,10.120634273324802,185.66138105562666,12.4,7.2,9.279365726675199
1944,460.0,470.0,1465.0,490.0,126.0,90.09942769876362,50.0,13.5,170.0,8.6,5.2,7.8
1945,460.0,470.0,1520.0,520.0,133.10189727497794,90.51565900980275,50.0,14.395456612932001,163.8244371521931,12.4,7.2,7.2133215294583435
1946,460.0,470.0,1440.0,495.0,102.0,75.0,50.0,13.429730941601866,160.95044843066356,9.0,6.0,7.541591928222741
1947,460.0,470.0,1460.564596897792,490.8870806204416,121.74201302188018,87.3387581386751,50.0,13.588708062044162,168.22583875911673,8.67096644963533,5.341932899270661,7.782258387591167
1948,460.0,470.0,1520.0,520.0,130.46184124707216,67.5254131415187,50.0,16.611864671462033,148.94067664268985,9.274996095935022,6.034744306958822,5.847033832134492
1949,460.0,470.0,1520.0,520.9247278579877,125.26021771360983,94.78065314082949,50.0,13.20408708544393,169.44516328520737,12.4,7.2,7.689032657041474
1950,460.0,470.0,1590.0,550.0,211.24438355059127,172.6241010217846,50.0,9.898854452106603,187.50954623244496,12.4,7.2,9.501145547893396
1951,460.0,470.0,1441.6793849978928,494.66412300042145,103.61220959797704,76.00763099873565,50.0,13.966412300042144,160.6717539991571,8.973129840033716,5.946259680067432,7.706717539991571
1952,460.0,470.0,1520.0,498.236163961246,122.0,85.0,50.0,13.030028632747392,165.81049617605538,12.4,7.2,7.556851147183386
1953,460.0,470.0,1440.0,495.0,102.0,75.0,50.0,13.104563190836197,161.4923946819397,9.0,6.0,7.451267553010055
1954,460.0,470.0,1590.0,550.0,144.20202581632296,133.00506454080738,50.0,10.2,185.0,12.4,7.2,9.2
1955,460.0,470.0,1462.335531746783,490.53289365064336,123.44211047691182,88.40131904806988,50.0,13.553289365064337,168.93421269871325,8.64263149205147,5.28526298410294,7.789342126987132
1956,460.0,470.0,1465.0,490.0,142.33964776545147,109.77957361080968,50.0,12.640018538660449,174.29990730669775,9.373983315205596,6.059981461339551,8.401987022937686
1957,460.0,470.0,1520.0,491.86577111855775,122.0,85.0,50.0,13.29900077499423,165.52736760526923,12.4,7.2,7.64178971841923
1958,460.0,470.0,1520.0,490.6599357348353,117.73602570606589,83.40100963977471,50.0,13.8,164.46700321325824,11.493905462539,6.880201927954942,7.640100963977471
1959,460.0,470.0,1465.0,490.0,139.9115069907222,106.84024530455844,50.0,12.767815421540938,173.6609228922953,9.258966120613156,5.932184578459062,8.312529204921344
1960,460.0,470.0,1465.0,490.0,140.23611744932964,107.23319480708325,50.0,12.750730660561597,173.74634669719202,9.274342405494561,5.949269339438402,8.324488537606882
1961,460.0,470.0,1465.0,490.0,132.9711367962085,98.43874454277871,50.0,13.133098063357448,171.83450968321276,8.930211742978297,5.5669019366425525,8.056831355649786
1962,460.0,470.0,1440.0,495.0,102.0,75.0,50.0,13.11030706975111,161.48282155041483,9.0,6.0,7.452863074930865
1963,460.0,470.0,1520.0,522.866471890897,145.46880920013297,86.28011686546179,50.0,13.308128552007977,161.8795325381528,12.4,7.2,6.687953253815281
1964,460.0,470.0,1590.0,550.0,162.14320889534886,165.28641779069775,50.0,10.2,185.0,12.4,7.2,9.2
1965,460.0,470.0,1520.0,520.0,117.91236996901951,89.72113297211756,50.0,13.621314450464707,167.16932948915684,11.025102894733317,6.714742198141171,7.557371099070585
1966,460.0,470.0,1520.0,521.1454431146786,142.8146071807353,78.06179760642156,50.0,15.369101196789217,152.35268383577886,12.4,7.2,6.197815209816449
1967,460.0,470.0,1520.0,520.0,134.22873791572596,69.247423047189,50.0,16.568814423820275,149.15592788089862,9.909987248650944,6.271520668988488,5.857796394044931
1968,460.0,470.0,1565.2290036407126,541.1532155859687,131.69192935158125,104.38385870316252,50.0,10.801581340154124,178.63031522189752,12.4,7.2,8.4922572468775
1969,460.0,470.0,1441.0343205671695,494.7931358865661,103.77903137553152,76.57216726209762,50.0,13.937940765969831,160.6205923403017,9.020686411343389,6.008274564537356,7.733098258149424
1970,460.0,470.0,1590.0,550.0,186.912059433328,180.5311276203689,50.0,10.089377447592621,185.92185460339482,12.4,7.2,9.310622552407377
1971,460.0,470.0,1583.6764127595675,547.2898911826718,136.0062934336463,113.37393470960306,50.0,10.498111969906105,183.64494559133587,12.4,7.2,9.073528255191349
1972,460.0,470.0,1445.725351861613,493.8549296276774,111.84760520197443,83.70253482965182,50.0,13.656478888303218,163.43521111696782,9.114507037232261,6.045802814892904,7.883211259571617
1973,460.0,470.0,1520.0,520.0,146.6112603126068,74.90800471433454,50.0,16.427299882141636,148.0,11.99732673841086,7.049850648220999,5.893175029464591
1974,460.0,470.0,1520.0,520.8146050464849,115.30336807437577,64.07302523242427,50.0,16.001687054444844,151.09549917664245,7.461233954852127,5.358426220453335,6.028089413015759
1975,460.0,470.0,1590.0,550.0,158.25613207285514,159.69823112749648,50.0,10.2,185.0,12.4,7.2,9.2
1976,460.0,470.0,1520.0,520.0,151.3656170358264,77.01383587249703,50.0,16.298616412750295,148.5914042589566,12.4,7.2,5.908448632270809
1977,460.0,470.0,1539.4926997214666,528.3540141663428,114.63248130522092,89.0248169996114,50.0,12.79751830003886,169.12627705531807,9.946788272185522,6.334160566653713,7.756934277756189
1978,460.0,470.0,1520.0,520.0,132.24740068134219,77.16878599897613,50.0,15.387052134220689,155.06473932889656,11.075375867827056,6.732485600409549,6.406473932889655
1979,460.0,470.0,1590.0,550.0,165.47920391173298,171.95840782346593,50.0,10.2,185.0,12.4,7.2,9.2
1980,460.0,470.0,1465.0,490.0,126.0,90.60335062694794,50.0,13.5,170.0,8.6,5.2,7.8
1981,460.0,470.0,1520.0,524.7704346826981,123.2396527134299,84.5867824288567,50.0,12.106608785571652,166.21947792117376,12.4,7.2,7.140313017501523
1982,460.0,470.0,1580.5499105805154,545.9499616773638,151.0500383226362,132.97993357409723,50.0,10.875006387106033,180.9499616773638,12.4,7.2,8.767995912252138
1983,460.0,470.0,1452.9061264516897,492.41877470966205,114.38988139362209,83.2599209290814,50.0,12.871118575487863,166.61371540647312,8.793501976772966,5.58700395354593,7.509747034840553
1984,460.0,470.0,1465.0,490.0,131.1283132254517,96.9380468926283,50.0,13.230088777607804,171.34955611196096,8.842920100152975,5.469911222392195,7.9889378556745365
1985,460.0,470.0,1520.0,504.2929250508687,122.0,85.0,50.0,12.774298720074434,166.0796855578164,12.4,7.2,7.476094332655084
1986,460.0,470.0,1460.9496530527103,490.8100693894579,122.11166693060197,88.40777795373465,50.0,13.28938195874094,168.8659028547589,8.664805551156634,5.329611102313268,7.702791673265049
1987,460.0,470.0,1465.0,490.0,129.01093645410918,93.64481781286901,50.0,13.341529660310043,170.79235169844978,8.742623305720961,5.358470339689957,7.91092923778297
1988,460.0,470.0,1530.751450547981,524.6077645205633,110.76135667124872,84.52931742467594,50.0,13.247068257532407,166.37902731507972,9.522213312330505,6.184310580822531,7.507184301370885
1989,460.0,470.0,1463.880907818087,490.2238184363826,143.0751614471096,111.2989798834922,50.0,10.943243799284868,176.23901731629914,9.47761815636174,6.191047262544696,7.7
1990,460.0,470.0,1443.866803522081,494.2266392955838,108.65090205797915,80.87754135356298,50.0,13.505049149173644,162.629426395015,9.077336070441618,6.030934428176647,7.7
1991,460.0,470.0,1520.0,504.9333020361996,112.02667918552015,81.26000469457006,50.0,13.8,163.75333489819002,10.280669326923032,6.452000938914011,7.426000469457006
1992,460.0,470.0,1465.0,490.0,135.01050886530703,100.9074581001085,50.0,12.219559266509002,173.3196611609026,9.026813577830332,5.67423730870037,7.752576269129963
1993,460.0,470.0,1565.8931387569037,539.668488038673,152.88026698618643,148.1380689005498,50.0,11.33646631574597,179.8342440193365,12.4,7.2,8.717862775138073
1994,460.0,470.0,1520.0,520.0,158.84312451175813,80.21848193361063,50.0,15.978151806638936,151.7577008056711,12.4,7.2,5.935154016113422
1995,460.0,470.0,1520.0,520.0,149.0,76.0,50.0,16.4,148.8255871012135,12.4,7.2,5.9
1996,460.0,470.0,1465.0,490.0,131.60641455590988,96.78671235715407,50.0,13.204925549688953,171.47537225155523,8.865567005279942,5.495074450311047,8.006552115217733
1997,460.0,470.0,1520.0,520.0,149.0,76.0,50.0,16.4,149.19657211653632,12.4,7.2,5.9
1998,460.0,470.0,1557.8222941067208,536.2095546171661,229.95121174940914,151.21726300694766,50.0,12.174216471462334,173.91114705336042,12.4,7.2,8.053210251507702
1999,460.0,470.0,1520.0,520.0,173.12739607114926,88.6834006933266,50.0,15.070913202371642,156.13900115554432,12.4,7.2,6.136680138665319
2000,460.0,470.0,1441.9441336019738,494.6111732796052,105.34390979539515,77.95508307500037,50.0,13.883351983881564,161.16648016118435,9.03888267203948,6.015553068815791,7.762212275263166
2001,460.0,470.0,1520.0,520.0,149.0,76.0,50.0,16.4,148.00467878125156,12.4,7.2,5.9
2002,460.0,470.0,1465.0,490.0,126.0,90.03230061179292,50.0,13.5,170.0,8.6,5.2,7.8
2003,460.0,470.0,1520.0,480.2101527423354,122.02101527423353,85.06304582270062,50.0,13.798423854432485,165.02626909279192,12.4,7.2,7.8
2004,460.0,470.0,1520.0,484.1237498405498,121.17525003189004,82.42265634965638,50.0,14.109281238041236,163.24740631776635,11.791746898518905,6.973193758769761,7.59381250797251
2005,460.0,470.0,1520.0,494.1568450564235,122.0,85.0,50.0,13.20226654206212,165.6291931136188,12.4,7.2,7.611242065914354
2006,460.0,470.0,1520.0,520.9628487409162,143.80061679905256,77.73312773364916,50.0,15.533436133175424,153.27368571911506,12.4,7.2,6.150340672638211
2007,460.0,470.0,1465.0,490.0,144.27987692951822,112.1282720725747,50.0,12.537901214235882,174.8104939288206,9.465888907187706,6.162098785764118,8.473469150034882
2008,460.0,470.0,1520.0,521.0499322060407,109.3597830593303,80.25991864724887,50.0,13.401025761704528,163.83994576483258,9.71395390010769,6.251983729449773,7.2
2009,460.0,470.0,1440.0,495.0,102.0,75.0,50.0,13.443008418402153,160.92831930266308,9.0,6.0,7.545280116222821
2010,460.0,470.0,1590.0,550.0,141.7869933258643,126.96748331466077,50.0,10.2,185.0,12.4,7.2,9.2
2011,460.0,470.0,1465.0,490.0,126.0,90.91329478813782,50.0,13.5,170.0,8.6,5.2,7.8
2012,460.0,470.0,1590.0,550.0,146.5817079300393,138.95426982509827,50.0,10.2,185.0,12.4,7.2,9.2
2013,460.0,470.0,1440.0,495.0,102.0,75.0,50.0,12.634893654897773,162.27517724183704,9.0,6.0,7.320803793027159
2014,460.0,470.0,1465.0,490.0,132.85996167864903,98.94311352264624,50.0,13.138949385334262,171.80525307332869,8.924945553199164,5.561050614665739,8.052735430266017
2015,460.0,470.0,1536.8674908122805,531.0241038615287,128.02410386152874,98.25302849536325,50.0,11.490360937416044,171.3373547803007,12.4,7.2,7.6819283089223
2016,460.0,470.0,1458.1025832318285,491.3794833536343,119.37847990255533,86.58565326837022,50.0,13.14133432805508,168.06872330491197,8.710358668290745,5.42071733658149,7.634461997563883
2017,460.0,470.0,1520.0,521.8138421010526,139.20525265431615,79.26491578189462,50.0,14.767542109052691,156.16706314357873,12.4,7.2,6.371598946273667
2018,460.0,470.0,1520.0,520.0,149.54384959496034,76.23307839784015,50.0,16.376692160215985,148.13596239874008,12.4,7.2,5.901942319982002
2019,460.0,470.0,1520.0,516.134552505441,107.5461789978236,79.57981712418385,50.0,13.8,163.19327237472794,9.328563037037515,6.11596342483677,7.257981712418385
2020,460.0,470.0,1520.0,521.7666754044142,139.45995281616342,79.18001572794553,50.0,14.809992136027235,156.00669637500823,12.4,7.2,6.359335605147688
2021,460.0,470.0,1440.0,495.0,102.0,75.0,50.0,13.447715380622464,160.92047436562922,9.0,6.0,7.546587605728463
2022,460.0,470.0,1465.0,490.0,126.0,90.94840419334129,50.0,13.5,170.0,8.6,5.2,7.8
2023,460.0,470.0,1456.7479366137509,491.6504126772498,130.80645097565167,100.45686365290149,50.0,11.856264113439876,171.38859689735068,9.33495873227502,6.133983492910008,7.7
2024,460.0,470.0,1441.1041359427525,494.7791728114495,103.89911382153431,76.67828663298381,50.0,13.858670599327679,160.7508124410717,9.02208271885505,6.00883308754202,7.7
2025,460.0,470.0,1520.0,520.0,146.99854839453351,93.29437381272938,50.0,14.199951613151118,163.82395635454895,12.4,7.2,7.058874762545876
2026,460.0,470.0,1440.0161625108542,494.9967674978292,102.0277995186691,75.02456701649828,50.0,13.997931198610672,160.0109905073808,9.000323250217082,6.000129300086833,7.7
2027,460.0,470.0,1520.0,497.7677367425128,114.89290530299488,82.33483948862307,50.0,13.8,164.11161316287436,10.88974237688641,6.666967897724616,7.533483948862308
2028,460.0,470.0,1590.0,550.0,209.697003704776,162.41108937268,50.0,9.8839260708488,187.63394940959333,12.4,7.2,9.5160739291512
2029,460.0,470.0,1465.0,490.0,131.94424227360616,97.19566169962852,50.0,12.655291887434913,172.1899839955391,8.88156937085503,5.512854856505587,7.768714514349441
2030,460.0,470.0,1581.5634194849474,546.3843226364061,168.20522578786463,164.51453564557758,50.0,10.802612893932322,181.38432263640607,12.4,7.2,8.814327747883313
2031,460.0,470.0,1520.0,521.3448816427086,141.7376391293736,78.42078695687546,50.0,15.189606521562267,154.57259758520922,12.4,7.2,6.249669227104234
2032,460.0,470.0,1576.5180680550059,544.2220291664311,256.1252952770082,182.46591374908124,50.0,10.67855455559953,183.25903402750293,12.4,7.2,9.068123694414606
2033,460.0,470.0,1590.0,550.0,140.45846063741854,121.91692127483707,50.0,10.2,185.0,12.4,7.2,9.2
2034,460.0,470.0,1560.476613818864,537.3471202080847,171.21762659730513,138.3066486034454,50.0,12.308813298652563,172.34712020808462,12.4,7.2,7.85035948886236
2035,460.0,470.0,1445.1164540510226,493.9767091897955,106.91179588898166,78.27453059265444,50.0,12.466055610653173,164.43260713428631,8.918136735183639,5.836273470367278,7.322794897224542
2036,460.0,470.0,1465.0,490.0,130.8437735857158,95.86351539323493,50.0,13.24506454812022,171.27467725939889,8.829441906691802,5.45493545187978,7.978454816315845
2037,460.0,470.0,1520.0,520.0,149.0,76.0,50.0,16.4,148.10976522929295,12.4,7.2,5.9
2038,460.0,470.0,1520.0,522.7242815748192,134.2888794959762,80.9037068346746,50.0,13.948146582662702,159.26255735438534,12.4,7.2,6.608313209452997
2039,460.0,470.0,1520.0,520.0,136.9840047503631,86.97112609749455,50.0,14.88493972939361,159.49356067356572,12.4,7.2,6.892625694535221
2040,460.0,470.0,1465.0,490.0,126.0,90.35545334937417,50.0,13.5,170.0,8.6,5.2,7.8
2041,460.0,470.0,1448.7458162389194,493.2508367522161,110.39598358936253,80.24748974335158,50.0,12.654782444423804,165.4488285468974,8.86006694017729,5.720133880354583,7.409899589734064
2042,460.0,470.0,1449.1174312364326,493.17651375271345,117.68198172666415,88.85849547937762,50.0,11.689423850759772,168.10576149240228,9.182348624728652,6.072939449891461,7.382348624728653
2043,460.0,470.0,1520.0,520.0,164.6989614320984,82.72812632804217,50.0,15.727187367195782,151.9247403580246,12.4,7.2,5.956067719400352
2044,460.0,470.0,1590.0,550.0,213.42407886795695,173.73097755013438,50.0,9.888637130306451,187.59469058077957,12.4,7.2,9.511362869693547
2045,460.0,470.0,1442.875041086918,494.4249917826164,106.9450706694989,79.37006245211532,50.0,12.038997699132594,164.61002300867406,9.05750082173836,6.0230003286953435,7.257500821738359
