,Объем багажника минимальный [л],Объем багажника максимальный [л],Полная масса [кг],Грузоподъёмность [кг],Максимальный крутящий момент [Н*м],Мощность двигателя [л.с.],Объём топливного бака [л],Разгон до 100 км/ч [сек],Максимальная скорость [км/ч],Расход топлива в городе на 100 км [л],Расход топлива на шоссе на 100 км [л],Расход топлива в смешанном цикле на 100 км [л]
2046,460.0,470.0,1451.7433716841274,492.6513256631745,113.27363681676239,82.0460230104765,50.0,12.81065532757463,166.2881440715557,8.81210605305396,5.624212106107921,7.48184092041906
2047,460.0,470.0,1520.0,520.0,161.34890052894852,81.29238594097794,50.0,15.870761405902204,152.2051608087408,12.4,7.2,5.944103216174816
2048,460.0,470.0,1520.0,503.820582012726,154.75330026749822,86.78654365095444,50.0,14.63372037044541,159.04485449681852,12.4,7.2,6.728073809427332
2049,460.0,470.0,1549.9300568396575,532.827167216996,202.87410231138333,131.1568190330829,50.0,13.492508764147566,167.10288962266137,12.4,7.2,7.567531738209484
2050,460.0,470.0,1590.0,550.0,164.0511768426761,132.64207185391922,50.0,10.082386187640537,185.9801151029955,12.4,7.2,9.317613812359461
2051,460.0,470.0,1590.0,550.0,200.7005943274513,156.54386586572912,50.0,9.923040894228471,187.30799254809605,12.4,7.2,9.476959105771527
2052,460.0,470.0,1520.0,506.46620700322165,124.64662070032216,92.9398621009665,50.0,13.601503447475837,168.3082758754027,12.4,7.2,7.8
2053,460.0,470.0,1590.0,550.0,144.37855766906526,133.44639417266313,50.0,10.2,185.0,12.4,7.2,9.2
2054,460.0,470.0,1520.0,520.0,137.96386652721083,86.07646969254662,50.0,15.008487518648321,159.59663780242536,12.4,7.2,6.8116805912304095
2055,460.0,470.0,1520.0,520.0,160.9508775863362,81.12180467985837,50.0,15.887819532014161,152.13408528327432,12.4,7.2,5.942681705665486
2056,460.0,470.0,1520.0,520.6166731106878,107.9733539542008,79.7400077328253,50.0,13.565664217938654,163.4933384885502,9.419337715267671,6.148001546565061,7.2
2057,460.0,470.0,1520.0,496.70024336111567,133.2726642687531,81.24244524374897,50.0,14.88551581847252,158.7374087395816,12.4,7.2,7.006738440347005
2058,460.0,470.0,1590.0,550.0,211.2518866205689,163.4251434481971,50.0,9.877165710345352,187.69028574712206,12.4,7.2,9.522834289654648
2059,460.0,470.0,1520.0,520.0,148.58467647369642,76.02897605997467,50.0,16.37488741468862,150.1255629265569,12.367160465362042,7.188409576010133,5.91255629265569
2060,460.0,470.0,1520.0,520.0,114.00831332515597,60.003800377214155,50.0,16.799904990569647,148.00047504715178,6.501401389097719,5.000522551866946,5.800023752357588
2061,460.0,470.0,1520.0,520.0,130.26587692026462,93.10506889888883,50.0,14.037871437772495,166.29054180846555,12.4,7.2,7.447601471804227
2062,460.0,470.0,1520.0,520.0,134.8311694681537,88.93675831168576,50.0,14.613495280767204,161.55279442176604,12.4,7.2,7.070468609152521
2063,460.0,470.0,1524.7187063402323,526.6852522643687,123.68525226436867,88.70755498161108,50.0,11.78540284602293,168.21338163034545,12.4,7.2,7.334820181149494
2064,460.0,470.0,1520.0,520.3501485287373,147.10919794481828,76.63026735172724,50.0,16.084866324136378,151.190504997707,12.4,7.2,5.9910386174717125
2065,460.0,470.0,1520.0,520.0,149.26559214159795,76.11382520354198,50.0,16.388617479645802,150.0474271681425,12.4,7.2,5.90094854336285
2066,460.0,470.0,1520.0,520.0,175.5248525926376,87.36779396827326,50.0,15.263220603172673,154.73658082011386,12.4,7.2,5.9947316164022775
2067,460.0,470.0,1520.0,520.0,151.47921549718131,77.06252092736342,50.0,16.293747907263658,148.61980387429531,12.4,7.2,5.908854341061362
2068,460.0,470.0,1587.3682258755618,548.8720968038122,270.26280657601114,200.15001625639235,50.0,9.855658057802573,188.49612907174958,12.4,7.2,9.653372584495584
2069,460.0,470.0,1451.9945331714125,492.6010933657175,113.51475184455612,82.19671990284758,50.0,13.760109336571748,164.79781326856505,8.808087469257398,5.6161749385147965,7.747978132685651
2070,460.0,470.0,1465.0,490.0,145.0,113.0,50.0,11.787287252286458,175.83848558554536,9.5,6.2,8.164605765781863
2071,460.0,470.0,1446.792174276725,493.641565144655,113.68253975596717,85.32410490062216,50.0,13.130601692579187,164.61867850817308,9.135843485534503,6.054337394213801,7.7
2072,460.0,470.0,1590.0,550.0,210.01503746936865,186.94862151926907,50.0,9.961027569614618,186.99143691987817,12.4,7.2,9.43897243038538
2073,460.0,470.0,1590.0,550.0,146.08300664888569,137.70751662221426,50.0,10.2,185.0,12.4,7.2,9.2
2074,460.0,470.0,1520.0,520.0,125.77296623399477,65.38192742125476,50.0,16.665451814468632,148.67274092765683,8.48458573658769,5.740015020422529,5.833637046382842
2075,460.0,470.0,1453.062979790863,492.3874040418274,124.46832524028449,94.85572928211188,50.0,12.327938586769527,168.8828262577869,9.261259595817261,6.104503838326905,7.7
2076,460.0,470.0,1538.740973497075,528.0318457844606,203.23736289590477,119.32419855939652,50.0,13.700722120234012,164.37048674853742,12.4,7.2,7.017367132698348
2077,460.0,470.0,1590.0,550.0,166.89960913871062,174.79921827742123,50.0,10.2,185.0,12.4,7.2,9.2
2078,460.0,470.0,1520.0,522.6634461673117,118.26151386769878,73.31723083655868,50.0,14.189822756034498,158.1210954357846,9.64286647742785,6.171916313617165,6.545764926847286
2079,460.0,470.0,1465.0,490.0,139.35694534735723,106.16893384153771,50.0,12.797002876454883,173.51498561772559,9.232697411190605,5.902997123545118,8.292097986481583
2080,460.0,470.0,1520.0,520.0,124.23386186030282,91.55440740260035,50.0,13.985687988416725,166.76208007722184,11.531648747982217,6.876208007722183,7.505643643383802
2081,460.0,470.0,1539.911267933603,532.1111671191439,129.11116711914394,100.64456766211669,50.0,11.416440635898212,172.12004032578363,12.4,7.2,7.768893369531516
2082,460.0,470.0,1520.0,522.9455426723545,115.42573655153431,82.53465120682537,50.0,12.6806937845053,165.35643413788358,11.002969017201043,6.7069302413650735,7.2
2083,460.0,470.0,1446.9316411424193,493.6136717715161,113.92242276496127,85.53609453647739,50.0,13.58410153145484,164.1589846854516,9.138632822848386,6.055453129139355,7.921812516557419
2084,460.0,470.0,1465.0,490.0,126.0,90.91033910205753,50.0,13.5,170.0,8.6,5.2,7.8
2085,460.0,470.0,1520.0,520.2255033861016,106.72161083552517,79.27060406332194,50.0,13.714308713281387,163.1804027088813,9.153342302549099,6.0541208126643875,7.2
2086,460.0,470.0,1582.337268092462,546.7159720396265,168.09467598679115,165.476318914917,50.0,10.747337993395575,181.71597203962654,12.4,7.2,8.849703684226832
2087,460.0,470.0,1520.0,520.0,127.70705491891246,66.2660822486457,50.0,16.64334794378386,148.0,8.8106178291881,5.861586309188784,5.839163014054035
2088,460.0,470.0,1461.8890610675785,490.6221877864843,123.01349862487545,88.13343664054716,50.0,13.338231175514087,169.128937098922,8.649775022918742,5.299550045837485,7.725337465621886
2089,460.0,470.0,1520.0,518.256627902377,114.3486744195246,61.089607561014375,50.0,16.669247092678276,148.7409331414898,6.757147384399392,5.095885465369265,5.88716860488115
2090,460.0,470.0,1520.0,523.989946610717,133.1105872821139,85.60603203356985,50.0,12.566635236926835,164.57587186572061,12.4,7.2,6.95758718657206
2091,460.0,470.0,1520.0,521.294913258009,110.14372242562902,80.55389590961089,50.0,13.307932961956555,164.03593060640725,9.880541015446166,6.310779181922176,7.2
2092,460.0,470.0,1465.0,490.0,133.81746964950833,100.0518069625886,50.0,12.389096418227762,172.88012039718728,8.97030119392408,5.611445771026755,7.758855422897325
2093,460.0,470.0,1440.441737122998,494.9116525754004,102.42406763807804,75.26504227379877,50.0,12.222970330395894,163.12368639443943,8.992932206032032,5.985864412064065,7.210601690951951
2094,460.0,470.0,1465.0,490.0,142.79978058449856,110.33657649702457,50.0,11.112662759044943,176.18939284692053,9.395779080318352,6.084198978131504,7.71158010218685
2095,460.0,470.0,1520.0,504.0319378576879,112.38722485692483,81.39520932134681,50.0,13.8,163.7984031071156,10.357285282096527,6.479041864269362,7.439520932134681
2096,460.0,470.0,1520.0,520.0,113.22979173740217,61.829244623669865,50.0,16.511171901525813,149.44414049237093,6.740690082061824,5.096276032824729,5.934786445954622
2097,460.0,470.0,1520.0,520.0,176.69717747477404,87.87021891776031,50.0,15.212978108223968,154.9459245490668,12.4,7.2,5.998918490981336
2098,460.0,470.0,1537.9653023974463,527.6994153131913,113.95606249029765,88.23929837582953,50.0,12.876070162417047,168.64623789634027,9.872600402161678,6.307976612527651,7.713294354212752
2099,460.0,470.0,1520.0,520.3249320474144,147.24536694396187,76.58487768534604,50.0,16.107561157326977,151.1047689612092,12.4,7.2,5.9844823323277625
2100,460.0,470.0,1465.0,490.0,133.63002449208426,99.23634543778621,50.0,12.415733361651185,172.8110616549784,8.961422212782939,5.601580236425487,7.7598419763574515
2101,460.0,470.0,1460.9456433820812,490.8108713235838,138.02650661717956,106.83737794076333,50.0,12.743261397075132,172.56738602924867,9.418912867641623,6.167565147056649,8.370260588226596
2102,460.0,470.0,1573.8601562936487,543.0829241258494,153.91707587415058,128.010401818139,50.0,11.352845979025094,178.08292412584942,12.4,7.2,8.46217857342394
2103,460.0,470.0,1465.0,490.0,141.78220783726186,109.27413539051375,50.0,12.669357482249376,174.15321258875312,9.347578265975562,6.030642517750625,8.381449762425436
2104,460.0,470.0,1520.0,484.81355048139983,120.07457980744006,84.27796742779003,50.0,13.8,164.75932247593002,11.990848209081014,7.055593485558005,7.727796742779002
2105,460.0,470.0,1463.8263660713046,490.23472678573904,142.98134964264403,111.2160764283831,50.0,10.865723500006938,176.3427649999306,9.476527321426094,6.190610928570438,7.676527321426094
2106,460.0,470.0,1449.6022652872812,493.07954694254374,118.51589629412373,89.59544323666748,50.0,13.423864082763126,165.76135917236874,9.192045305745625,6.07681812229825,8.007272489193
2107,460.0,470.0,1440.0,495.0,102.0,75.0,50.0,13.933882512632096,160.11019581227984,9.0,6.0,7.681634031286693
2108,460.0,470.0,1520.0,524.7863513149166,123.15370289945021,84.61543236684993,50.0,12.092283816575035,166.27359447071655,12.4,7.2,7.144451341878323
2109,460.0,470.0,1444.3448576051508,494.1310284789698,109.47315508085947,81.6041835598293,50.0,12.25213829126181,165.0855316504724,9.086897152103017,6.034758860841207,7.425932595467844
2110,460.0,470.0,1444.980757821753,494.0038484356494,106.781527508883,78.18768500592199,50.0,12.458999406731161,164.39461219009087,8.92030787485195,5.8406157497039,7.319538187722075
2111,460.0,470.0,1520.0,523.1488896149808,142.36221423521158,86.11066623101154,50.0,13.121732854112695,162.55733507595383,12.4,7.2,6.755733507595384
2112,460.0,470.0,1520.0,520.0,155.0570726450235,78.59588827643864,50.0,16.140411172356135,151.08162011518277,12.4,7.2,5.921632402303656
2113,460.0,470.0,1520.0,500.7304146670557,124.07304146670558,91.21912440011671,50.0,13.644521889997083,167.59130183338195,12.4,7.2,7.8
2114,460.0,470.0,1450.0681481892416,492.9863703621517,111.66542226167181,81.44361484111454,50.0,12.723543705840557,165.8190814929876,8.838909628972136,5.677819257944273,7.4416355565417955
2115,460.0,470.0,1440.0,495.0,102.0,75.0,50.0,13.145056701548482,161.4249054974192,9.0,6.0,7.462515750430134
2116,460.0,470.0,1571.783664243393,542.1929989614542,156.33043191398738,154.70179729978088,50.0,11.058770114240039,181.0964994807271,12.4,7.2,8.83567328486786
2117,460.0,470.0,1520.0,520.0,109.87801660548219,69.78971056197979,50.0,15.254256227055823,155.7287188647209,7.788119810786815,5.515247924314726,6.521347094040616
2118,460.0,470.0,1555.6169561391962,535.2644097739412,136.68508684175885,118.87898734264905,50.0,11.820914924866468,177.6322048869706,12.4,7.2,8.512339122783922
2119,460.0,470.0,1464.9083943951682,490.0183211209664,125.91205861936137,90.94137241290758,50.0,13.495236508548741,169.97435043064706,8.60146568967731,5.202931379354621,7.797801465484034
2120,460.0,470.0,1590.0,550.0,163.92308444138612,168.84616888277225,50.0,10.2,185.0,12.4,7.2,9.2
2121,460.0,470.0,1465.0,490.0,136.19576578390323,102.34224279104075,50.0,12.051128020182174,173.75633476249067,9.082957326605943,5.73661925178438,7.746338074821562
2122,460.0,470.0,1465.0,490.0,126.0,90.37706261706488,50.0,13.5,170.0,8.6,5.2,7.8
2123,460.0,470.0,1520.0,521.2606419795388,142.19253331049018,78.26915556316995,50.0,15.265422218415027,154.2861827304321,12.4,7.2,6.227766914680103
2124,460.0,470.0,1520.0,520.0,149.9762244865471,76.41838192280589,50.0,16.35816180771941,150.17432580116912,12.4,7.2,5.903486516023383
2125,460.0,470.0,1442.626963969304,494.4746072061392,104.52188541053184,76.5761783815824,50.0,13.94746072061392,161.0507855877216,8.957968576491137,5.915937152982272,7.710507855877216
2126,460.0,470.0,1590.0,550.0,162.80380449253772,166.60760898507542,50.0,10.2,185.0,12.4,7.2,9.2
2127,460.0,470.0,1453.5641975556573,492.28716048886855,125.33041979573059,95.61758028459911,50.0,12.263782712875864,169.22365433784697,9.271283951113146,6.108513580445258,7.7
2128,460.0,470.0,1562.6181163743734,538.2649070175886,132.69713257311582,107.95894421055317,50.0,11.490860228065253,179.1324535087943,12.4,7.2,8.652362327487468
2129,460.0,470.0,1465.0,490.0,131.18622812227,96.27806562169525,50.0,12.76300968788795,171.9107156239942,8.845663437370684,5.472959374856315,7.772704062514369
2130,460.0,470.0,1465.0,490.0,126.0,90.52332317166963,50.0,13.5,170.0,8.6,5.2,7.8
2131,460.0,470.0,1465.0,490.0,144.1568433928685,112.0237134022688,50.0,12.544376663533237,174.7781166823338,9.460061002820087,6.155623336466763,8.468936335526735
2132,460.0,470.0,1520.0,485.91225866611967,119.63509653355213,84.11316120008205,50.0,13.8,164.704387066694,11.897458013379827,7.022632240016409,7.711316120008204
2133,460.0,470.0,1587.5204342107018,548.9373289474437,136.610353947396,114.36239736846619,50.0,10.316893815781198,184.46866447372182,12.4,7.2,9.150408684214037
2134,460.0,470.0,1520.0,520.0,119.41897269260258,91.07707542334232,50.0,13.598715409610962,167.6966404424109,11.28122535774244,6.805138361556155,7.602569180778078
2135,460.0,470.0,1465.0,490.0,127.2997997219392,91.57344176866323,50.0,13.43158948831899,170.34205255840504,8.661569460512908,5.26841051168101,7.847887358176707
2136,460.0,470.0,1520.0,490.5914938190619,117.76340247237525,83.41127592714072,50.0,13.8,164.4704253090469,11.49972302537974,6.882255185428144,7.641127592714072
2137,460.0,470.0,1520.0,520.0,142.52800790671688,81.90921017212806,50.0,15.583966214325171,155.62781921155053,12.4,7.2,6.434642825097301
2138,460.0,470.0,1520.0,520.0,140.15728171136902,71.95761449662584,50.0,16.501059637584355,148.0,10.909370345630778,6.644171993286053,5.874735090603911
2139,460.0,470.0,1589.6442502127381,549.8475358054592,274.35965038292875,204.34440396347466,50.0,9.634558550762577,189.79671440727896,12.4,7.2,9.7801796547097
2140,460.0,470.0,1457.3928573212438,491.5214285357512,118.69714302839401,85.43571439274625,50.0,13.652142853575125,166.9571429284975,8.7217142828601,5.4434285657202,7.769571429284975
2141,460.0,470.0,1520.0,520.0,114.58540298007807,61.8049925219074,50.0,16.63901418047853,149.07323879680982,6.787823131871721,5.107323879680981,5.897567163346346
2142,460.0,470.0,1465.0,490.0,136.1194478686145,102.71725542681676,50.0,12.061973197617943,173.72821763580532,9.079342267460685,5.732602519400762,7.746739748059924
2143,460.0,470.0,1440.0,495.0,102.0,75.0,50.0,13.93181955066569,160.11363408222385,9.0,6.0,7.681060986296025
2144,460.0,470.0,1582.3371797961881,546.7159341983664,162.51177673776738,166.4614289157526,50.0,10.561247238179698,183.35796709918318,12.4,7.2,9.046743595923765
2145,460.0,470.0,1520.0,520.0,145.30679758388237,74.31167889548908,50.0,16.44220802761277,149.78895986193612,11.777431592711597,6.967855848129749,5.889447993096807
2146,460.0,470.0,1465.0,490.0,126.16196863224408,90.1960672916639,50.0,13.491475335145049,170.04262332427476,8.607672198369457,5.208524664854952,7.805967265398466
2147,460.0,470.0,1465.0,490.0,127.16882349854546,92.35337457726317,50.0,13.438482973760765,170.30758513119616,8.655365323615312,5.261517026239235,7.843061918367464
2148,460.0,470.0,1590.0,550.0,140.51281192587615,122.02562385175233,50.0,10.2,185.0,12.4,7.2,9.2
2149,460.0,470.0,1520.0,520.0,162.54978742757874,81.80705175467659,50.0,15.819294824532339,152.4196048977819,12.4,7.2,5.948392097955638
2150,460.0,470.0,1520.0,524.5325685972228,124.52412957499634,84.15862347500122,50.0,12.32068826249939,165.41073323055787,12.4,7.2,7.078467835277954
2151,460.0,470.0,1520.0,520.0,130.56671450254169,77.28604317424127,50.0,15.285429248990893,155.57285375504554,10.942484402526553,6.685582730303489,6.457285375504554
2152,460.0,470.0,1520.0,520.0,112.75775979786872,85.08198381808184,50.0,13.69863360303197,165.36521592925405,10.148819165637681,6.405465587872122,7.402732793936061
2153,460.0,470.0,1551.9354764401821,533.686632760078,144.70506477210662,132.58524517620287,50.0,11.994470396391417,176.843316380039,12.4,7.2,8.43870952880364
2154,460.0,470.0,1520.0,485.42028478770607,129.45289158309583,85.40652135907796,50.0,13.989709967569713,163.6449288030735,12.4,7.2,7.556087184553228
2155,460.0,470.0,1590.0,550.0,161.67819837907405,165.68684716337955,50.0,10.2,185.0,12.4,7.2,9.2
2156,460.0,470.0,1520.0,522.3936984390979,124.08504124872167,91.25512374616498,50.0,12.734016499488664,168.56378093654124,12.4,7.2,7.512756187308249
2157,460.0,470.0,1520.0,520.0,118.61437185819585,62.10942713517525,50.0,16.74726432162062,148.0,7.2778512560958735,5.290046231086597,5.813183919594845
2158,460.0,470.0,1572.8300127421267,543.8678616936166,140.86786169361665,126.5092957259566,50.0,10.616985404834068,180.58486041940398,12.4,7.2,8.709428935489331
2159,460.0,470.0,1520.0,520.0,107.25872527762021,76.010527465652,50.0,14.272021979107578,160.6398901044621,8.606648350743685,5.842659340297474,6.979723076416464
2160,460.0,470.0,1520.0,520.0,109.20800210660144,81.8872018959413,50.0,13.75187996840098,164.1228007373105,9.545360358122245,6.192480126396086,7.296240063198043
2161,460.0,470.0,1465.0,490.0,138.6538313038405,105.31779578885953,50.0,11.701823972612143,174.66193784878334,9.199392009129285,5.865991121254762,7.733400887874524
2162,460.0,470.0,1590.0,550.0,192.77852338050988,182.16070093903053,50.0,10.056785981219388,186.1934501565051,12.4,7.2,9.34321401878061
2163,460.0,470.0,1520.0,517.2036140203895,147.11243946376294,76.62918684541235,50.0,16.218234911325318,151.04864474235393,12.4,7.2,6.032828334031497
2164,460.0,470.0,1440.0,495.0,102.0,75.0,50.0,13.809498631108548,160.31750228148576,9.0,6.0,7.647082953085708
2165,460.0,470.0,1465.0,490.0,139.28082402275217,106.37779623687092,50.0,12.801009261960413,173.49495369019795,9.229091664235629,5.898990738039588,8.289293516627712
2166,460.0,470.0,1520.0,520.0,112.48622768171995,63.59520925591511,50.0,16.232335380644983,150.8383230967751,6.973053849462515,5.189221539785006,6.064910155699009
