,Марка,Объем багажника минимальный [л],Объем багажника максимальный [л],Тип кузова,Полная масса [кг],Грузоподъёмность [кг],Максимальный крутящий момент [Н*м],Мощность двигателя [л.с.],Объём топливного бака [л],Разгон до 100 км/ч [сек],Максимальная скорость [км/ч],Расход топлива в городе на 100 км [л],Расход топлива на шоссе на 100 км [л],Расход топлива в смешанном цикле на 100 км [л]
860,BMW,460.0,460.0,Седан,2165.0,520.0,400.0,306.0,63.0,5.5,250.0,14.1,7.1,9.7
888,BMW,480.0,480.0,Седан,1980.0,550.0,260.0,116.0,57.0,10.8,202.0,5.3,3.8,4.3
889,BMW,480.0,480.0,Седан,1960.0,550.0,260.0,116.0,57.0,10.9,202.0,5.4,3.7,4.3
890,BMW,480.0,480.0,Седан,1955.0,550.0,220.0,136.0,60.0,9.2,210.0,7.5,4.8,5.8
891,BMW,480.0,480.0,Седан,1935.0,550.0,220.0,136.0,60.0,8.9,210.0,7.6,4.7,5.8
892,BMW,480.0,480.0,Седан,1980.0,550.0,320.0,143.0,57.0,8.9,212.0,5.3,3.8,4.3
893,BMW,480.0,480.0,Седан,1960.0,550.0,320.0,143.0,57.0,9.0,212.0,5.3,3.8,4.3
894,BMW,480.0,480.0,Седан,2030.0,540.0,320.0,143.0,57.0,9.2,212.0,5.7,4.1,4.7
895,BMW,480.0,480.0,Седан,1980.0,550.0,380.0,184.0,57.0,7.6,230.0,5.4,3.9,4.4
896,BMW,480.0,480.0,Седан,1980.0,550.0,380.0,163.0,57.0,7.9,225.0,5.0,3.6,4.1
897,BMW,480.0,480.0,Седан,1970.0,550.0,380.0,163.0,57.0,8.0,230.0,5.2,3.5,4.1
898,BMW,480.0,480.0,Седан,1970.0,550.0,380.0,184.0,57.0,7.5,235.0,5.8,3.9,4.6
899,BMW,480.0,480.0,Седан,2060.0,540.0,380.0,184.0,57.0,7.4,228.0,5.8,4.2,4.8
900,BMW,480.0,480.0,Седан,2050.0,540.0,380.0,184.0,57.0,7.5,233.0,6.3,4.1,4.9
901,BMW,480.0,480.0,Седан,1978.0,408.0,271.0,182.0,60.0,,209.0,10.2,7.1,
902,BMW,480.0,480.0,Седан,1975.0,550.0,270.0,184.0,60.0,7.6,233.0,,,6.0
903,BMW,480.0,480.0,Седан,1960.0,550.0,250.0,170.0,60.0,7.6,230.0,7.3,4.4,5.4
904,BMW,480.0,480.0,Седан,1940.0,550.0,250.0,170.0,60.0,7.6,230.0,7.0,4.4,5.3
905,BMW,480.0,480.0,Седан,1950.0,408.0,271.0,182.0,60.0,7.5,209.0,10.2,6.9,
906,BMW,480.0,480.0,Седан,1965.0,550.0,270.0,184.0,60.0,7.3,235.0,,,6.2
907,BMW,480.0,480.0,Седан,2030.0,540.0,270.0,184.0,60.0,7.5,230.0,8.4,5.4,6.5
908,BMW,480.0,480.0,Седан,2010.0,540.0,270.0,184.0,60.0,7.4,232.0,8.8,5.6,6.8
909,BMW,480.0,480.0,Седан,2040.0,550.0,450.0,218.0,57.0,6.6,245.0,5.4,4.2,4.6
910,BMW,480.0,480.0,Седан,2025.0,550.0,450.0,218.0,57.0,6.8,245.0,6.2,4.2,4.9
911,BMW,480.0,480.0,Седан,2020.0,410.0,346.0,243.0,60.0,6.3,209.0,10.2,7.1,9.0
912,BMW,480.0,480.0,Седан,2005.0,550.0,350.0,245.0,60.0,6.1,250.0,8.2,5.2,6.3
913,BMW,480.0,480.0,Седан,2000.0,410.0,346.0,243.0,60.0,6.1,209.0,10.2,6.9,8.7
914,BMW,480.0,480.0,Седан,1980.0,550.0,350.0,245.0,60.0,5.9,250.0,8.5,5.2,6.4
915,BMW,480.0,480.0,Седан,2075.0,408.0,346.0,243.0,60.0,6.1,209.0,,,
916,BMW,480.0,480.0,Седан,2075.0,540.0,350.0,245.0,60.0,5.8,250.0,8.7,5.5,6.7
917,BMW,480.0,480.0,Седан,2060.0,540.0,350.0,245.0,60.0,5.7,250.0,9.0,5.5,6.8
918,BMW,480.0,480.0,Седан,2150.0,540.0,560.0,258.0,57.0,5.3,250.0,6.4,4.6,5.2
919,BMW,480.0,480.0,Седан,2170.0,540.0,630.0,313.0,57.0,4.8,250.0,6.4,4.9,5.4
920,BMW,480.0,480.0,Седан,2070.0,410.0,407.0,304.0,60.0,5.7,209.0,10.2,7.1,9.0
921,BMW,480.0,480.0,Седан,2070.0,550.0,400.0,306.0,60.0,5.5,250.0,10.2,5.5,7.2
922,BMW,480.0,480.0,Седан,2060.0,410.0,407.0,304.0,60.0,5.7,209.0,11.8,7.8,10.2
923,BMW,480.0,480.0,Седан,2060.0,550.0,400.0,306.0,60.0,5.5,250.0,11.1,6.1,7.9
924,BMW,480.0,480.0,Седан,2130.0,408.0,407.0,304.0,60.0,5.1,209.0,,,
925,BMW,480.0,480.0,Седан,2130.0,540.0,400.0,306.0,60.0,5.0,250.0,10.8,5.8,7.6
926,BMW,480.0,480.0,Седан,2121.0,408.0,407.0,304.0,60.0,5.4,209.0,,,
927,BMW,480.0,480.0,Седан,2120.0,540.0,400.0,306.0,60.0,5.3,250.0,11.6,6.3,8.2
928,BMW,390.0,390.0,Седан,2185.0,530.0,450.0,340.0,57.0,5.3,250.0,5.3,6.4,5.9
929,BMW,480.0,480.0,Седан,2000.0,575.0,220.0,136.0,60.0,9.1,210.0,6.2,4.3,5.0
930,BMW,480.0,480.0,Седан,1975.0,575.0,220.0,136.0,60.0,8.9,210.0,6.4,4.3,5.1
931,BMW,480.0,480.0,Седан,2025.0,575.0,400.0,190.0,57.0,7.2,230.0,4.7,3.6,4.0
932,BMW,480.0,480.0,Седан,2110.0,575.0,400.0,190.0,57.0,7.3,228.0,4.9,3.9,4.3
933,BMW,480.0,480.0,Седан,2025.0,575.0,270.0,184.0,60.0,7.3,235.0,6.9,4.4,5.3
934,BMW,480.0,480.0,Седан,2005.0,575.0,290.0,184.0,60.0,7.2,235.0,7.3,4.5,5.5
935,BMW,480.0,480.0,Седан,2105.0,575.0,270.0,184.0,60.0,7.6,230.0,7.4,4.7,5.7
936,BMW,480.0,480.0,Седан,2095.0,575.0,270.0,184.0,60.0,7.5,232.0,8.4,5.2,6.4
937,BMW,480.0,480.0,Седан,2115.0,550.0,350.0,249.0,60.0,5.8,250.0,7.5,5.0,5.9
938,BMW,480.0,480.0,Седан,2165.0,550.0,450.0,326.0,60.0,4.9,250.0,9.2,5.6,6.9
939,BMW,480.0,480.0,Седан,2150.0,550.0,450.0,326.0,60.0,5.0,250.0,10.4,6.1,7.7
940,BMW,404.0,404.0,Седан,1440.0,430.0,110.0,75.0,58.0,14.8,154.0,10.5,6.8,
941,BMW,404.0,404.0,Седан,1440.0,430.0,110.0,75.0,58.0,14.8,154.0,10.5,6.0,
942,BMW,404.0,404.0,Седан,1440.0,420.0,123.0,90.0,58.0,13.8,160.0,11.1,7.4,
943,BMW,404.0,404.0,Седан,1450.0,430.0,140.0,90.0,58.0,12.5,163.0,11.0,6.8,
944,BMW,404.0,404.0,Седан,1440.0,420.0,123.0,90.0,58.0,13.8,160.0,11.1,6.7,
945,BMW,404.0,404.0,Седан,1450.0,430.0,140.0,90.0,58.0,12.5,163.0,11.0,6.2,
946,BMW,404.0,404.0,Седан,1450.0,420.0,140.0,90.0,58.0,14.7,158.0,10.3,7.6,
947,BMW,404.0,404.0,Седан,1440.0,420.0,142.0,98.0,58.0,11.9,165.0,11.9,7.2,
948,BMW,404.0,404.0,Седан,1440.0,420.0,142.0,98.0,58.0,11.9,165.0,11.9,6.3,
949,BMW,404.0,404.0,Седан,1440.0,410.0,142.0,98.0,58.0,14.8,160.0,11.0,8.4,
950,BMW,404.0,404.0,Седан,1460.0,430.0,145.0,105.0,58.0,11.5,171.0,10.4,7.1,
951,BMW,404.0,404.0,Седан,1460.0,430.0,145.0,105.0,58.0,11.5,171.0,10.4,6.3,
952,BMW,404.0,404.0,Седан,1460.0,420.0,145.0,105.0,58.0,13.2,166.0,9.3,7.5,
953,BMW,404.0,404.0,Седан,1440.0,410.0,160.0,109.0,58.0,11.2,170.0,,,10.0
954,BMW,404.0,404.0,Седан,1550.0,435.0,160.0,122.0,58.0,10.7,181.0,13.0,7.5,
955,BMW,404.0,404.0,Седан,1440.0,410.0,160.0,109.0,58.0,11.2,170.0,,,10.0
956,BMW,404.0,404.0,Седан,1550.0,435.0,160.0,122.0,58.0,10.7,181.0,13.0,7.2,
957,BMW,404.0,404.0,Седан,1440.0,390.0,160.0,109.0,58.0,,165.0,,,10.0
958,BMW,404.0,404.0,Седан,1550.0,420.0,160.0,122.0,58.0,13.6,176.0,12.0,7.5,
959,BMW,404.0,404.0,Седан,1460.0,410.0,175.0,125.0,58.0,9.9,180.0,,,9.4
960,BMW,404.0,404.0,Седан,1460.0,410.0,175.0,125.0,58.0,9.9,180.0,,,9.4
961,BMW,404.0,404.0,Седан,1460.0,390.0,175.0,125.0,58.0,,176.0,,,9.4
962,BMW,404.0,404.0,Седан,1540.0,430.0,190.0,143.0,58.0,9.5,190.0,12.8,7.8,
963,BMW,404.0,404.0,Седан,1540.0,430.0,190.0,143.0,58.0,9.5,190.0,12.8,6.8,
964,BMW,404.0,404.0,Седан,1540.0,420.0,190.0,143.0,58.0,11.7,185.0,12.2,7.9,
1006,BMW,440.0,440.0,Седан,1700.0,470.0,145.0,90.0,70.0,13.9,160.0,,,9.5
1007,BMW,440.0,440.0,Седан,1810.0,570.0,165.0,115.0,70.0,11.8,176.0,,,10.7
1008,BMW,440.0,440.0,Седан,1810.0,550.0,165.0,115.0,70.0,,171.0,,,
1009,BMW,440.0,440.0,Седан,1810.0,570.0,165.0,115.0,70.0,12.3,176.0,,,10.7
1010,BMW,440.0,440.0,Седан,1810.0,570.0,181.0,130.0,70.0,10.9,184.0,,,9.9
1011,BMW,440.0,440.0,Седан,1810.0,570.0,181.0,130.0,70.0,11.3,181.0,,,9.5
1012,BMW,440.0,440.0,Седан,1810.0,443.0,215.0,145.0,70.0,,185.0,,,
1013,BMW,440.0,440.0,Седан,1810.0,465.0,215.0,145.0,70.0,10.1,193.0,,,10.5
1014,BMW,440.0,440.0,Седан,1840.0,433.0,238.0,165.0,70.0,,190.0,,,
1015,BMW,440.0,440.0,Седан,1840.0,455.0,238.0,165.0,70.0,9.5,198.0,,,10.8
1016,BMW,440.0,440.0,Седан,1968.0,388.0,251.0,178.0,70.0,,193.0,16.8,11.2,13.8
1017,BMW,440.0,440.0,Седан,1968.0,408.0,251.0,178.0,70.0,9.3,200.0,18.1,10.2,13.8
1018,BMW,440.0,440.0,Седан,1700.0,460.0,143.0,90.0,70.0,13.9,160.0,,,9.8
1019,BMW,440.0,440.0,Седан,1700.0,460.0,143.0,90.0,70.0,14.8,160.0,12.6,7.2,9.8
1020,BMW,440.0,440.0,Седан,1700.0,440.0,143.0,90.0,70.0,17.3,155.0,,,10.7
1021,BMW,440.0,440.0,Седан,1740.0,390.0,135.0,102.0,70.0,14.2,167.0,12.5,8.34,10.58
1022,BMW,440.0,440.0,Седан,1700.0,460.0,165.0,115.0,70.0,11.8,176.0,,,10.7
1023,BMW,440.0,440.0,Седан,1770.0,460.0,160.0,122.0,70.0,12.4,180.0,,,10.3
1024,BMW,440.0,440.0,Седан,1700.0,460.0,165.0,115.0,70.0,12.3,176.0,,,10.7
1025,BMW,440.0,440.0,Седан,1770.0,460.0,160.0,122.0,70.0,12.4,180.0,,,10.3
1026,BMW,440.0,440.0,Седан,1700.0,460.0,165.0,115.0,70.0,,170.0,,,
1027,BMW,440.0,440.0,Седан,1770.0,440.0,160.0,122.0,70.0,15.7,174.0,,,11.2
1028,BMW,440.0,440.0,Седан,1700.0,440.0,175.0,125.0,70.0,11.3,181.0,,,9.5
1029,BMW,440.0,440.0,Седан,1700.0,440.0,175.0,125.0,70.0,10.9,181.0,,,9.5
1030,BMW,440.0,440.0,Седан,1810.0,460.0,212.0,150.0,70.0,10.1,193.0,,,10.5
1031,BMW,440.0,440.0,Седан,1810.0,460.0,212.0,150.0,70.0,10.1,193.0,14.3,7.4,10.5
1032,BMW,440.0,440.0,Седан,1810.0,440.0,212.0,150.0,70.0,13.1,185.0,,,11.4
1033,BMW,440.0,440.0,Седан,1840.0,455.0,238.0,165.0,70.0,9.5,198.0,,,10.8
1034,BMW,440.0,440.0,Седан,1840.0,435.0,238.0,165.0,70.0,,190.0,,,
1035,BMW,440.0,440.0,Седан,1968.0,439.0,231.0,171.0,70.0,,200.0,13.8,9.8,11.8
1036,BMW,440.0,440.0,Седан,1870.0,460.0,235.0,177.0,70.0,9.3,208.0,,,10.6
1037,BMW,440.0,440.0,Седан,1968.0,439.0,231.0,171.0,70.0,,,13.1,7.8,10.7
1038,BMW,440.0,440.0,Седан,1870.0,460.0,235.0,177.0,70.0,9.3,208.0,17.1,7.3,11.3
1039,BMW,440.0,440.0,Седан,1968.0,418.0,231.0,171.0,70.0,,193.0,,,
1040,BMW,440.0,440.0,Седан,1870.0,440.0,235.0,177.0,70.0,11.7,200.0,,,11.6
1041,BMW,440.0,440.0,Седан,1968.0,388.0,251.0,178.0,70.0,,193.0,16.8,11.2,13.8
1042,BMW,440.0,440.0,Седан,1968.0,408.0,251.0,178.0,70.0,9.3,200.0,18.1,10.2,13.8
1043,BMW,440.0,440.0,Седан,1870.0,440.0,310.0,218.0,70.0,7.6,222.0,19.0,8.5,12.6
1044,BMW,460.0,460.0,Седан,1670.0,510.0,140.0,90.0,70.0,14.0,164.0,11.1,7.0,9.2
1045,BMW,460.0,460.0,Седан,1670.0,510.0,140.0,90.0,70.0,14.0,164.0,11.1,6.4,8.7
1046,BMW,460.0,460.0,Седан,1650.0,510.0,145.0,105.0,70.0,12.6,175.0,9.9,6.7,8.4
1047,BMW,460.0,460.0,Седан,1650.0,510.0,145.0,105.0,70.0,12.6,175.0,9.9,6.1,8.0
1048,BMW,460.0,460.0,Седан,1670.0,510.0,135.0,102.0,70.0,13.7,172.0,,,9.3
1049,BMW,460.0,460.0,Седан,1730.0,500.0,165.0,125.0,70.0,14.4,179.0,11.9,7.8,9.9
1050,BMW,460.0,460.0,Седан,1730.0,490.0,165.0,125.0,70.0,13.9,179.0,11.8,6.5,8.9
1051,BMW,460.0,460.0,Седан,1730.0,510.0,165.0,125.0,70.0,11.8,185.0,12.5,7.3,9.8
1052,BMW,460.0,460.0,Седан,1730.0,510.0,165.0,125.0,70.0,11.8,185.0,12.5,6.5,9.2
1053,BMW,460.0,460.0,Седан,1730.0,490.0,174.0,129.0,70.0,13.3,184.0,11.8,6.4,8.8
1054,BMW,460.0,460.0,Седан,1780.0,490.0,164.0,129.0,70.0,14.4,183.0,13.2,7.3,10.0
1055,BMW,460.0,460.0,Седан,1780.0,510.0,164.0,129.0,70.0,12.1,190.0,12.8,7.2,9.8
1056,BMW,460.0,460.0,Седан,1730.0,510.0,174.0,129.0,70.0,11.4,190.0,11.4,6.4,8.7
1057,BMW,460.0,460.0,Седан,1840.0,510.0,152.0,86.0,70.0,18.1,164.0,9.2,5.6,7.4
1058,BMW,460.0,460.0,Седан,1810.0,490.0,210.0,115.0,70.0,13.6,175.0,9.5,5.2,7.2
1059,BMW,460.0,460.0,Седан,,,210.0,116.0,65.0,13.6,175.0,9.8,7.8,8.7
1060,BMW,460.0,460.0,Седан,1810.0,510.0,210.0,115.0,70.0,12.9,180.0,9.0,5.2,7.1
1061,BMW,460.0,460.0,Седан,1760.0,490.0,240.0,125.0,70.0,12.3,180.0,11.5,5.9,8.3
1062,BMW,460.0,460.0,Седан,1780.0,490.0,240.0,129.0,70.0,12.3,184.0,11.1,5.8,8.1
1063,BMW,460.0,460.0,Седан,1780.0,490.0,230.0,122.0,70.0,13.1,183.0,11.9,6.3,8.8
1064,BMW,460.0,460.0,Седан,1780.0,510.0,230.0,122.0,70.0,11.3,188.0,11.8,6.3,8.8
1065,BMW,460.0,460.0,Седан,1760.0,510.0,240.0,125.0,70.0,10.7,185.0,11.4,5.9,8.3
1066,BMW,460.0,460.0,Седан,1780.0,510.0,240.0,129.0,70.0,10.7,189.0,11.0,5.8,8.1
1067,BMW,460.0,460.0,Седан,1800.0,500.0,215.0,150.0,70.0,12.5,190.0,13.9,8.7,11.1
1068,BMW,460.0,460.0,Седан,1790.0,490.0,215.0,150.0,70.0,12.5,190.0,13.7,6.7,9.7
1069,BMW,460.0,460.0,Седан,1800.0,510.0,215.0,150.0,70.0,9.9,197.0,14.1,8.0,10.7
1070,BMW,460.0,460.0,Седан,1800.0,510.0,215.0,150.0,70.0,9.9,197.0,14.1,7.2,10.1
1071,BMW,460.0,460.0,Седан,1805.0,442.0,231.0,122.0,65.0,,,11.8,8.4,10.2
1072,BMW,460.0,460.0,Седан,1805.0,442.0,231.0,122.0,65.0,,,10.7,7.1,9.0
1073,BMW,460.0,460.0,Седан,,,231.0,129.0,65.0,,,12.4,10.2,11.2
1074,BMW,460.0,460.0,Седан,1805.0,462.0,231.0,122.0,65.0,,,10.7,7.3,9.4
1075,BMW,460.0,460.0,Седан,,,231.0,129.0,65.0,,,12.4,9.4,11.2
1076,BMW,460.0,460.0,Седан,1830.0,510.0,240.0,184.0,70.0,11.0,203.0,15.0,8.4,11.4
1077,BMW,460.0,460.0,Седан,1810.0,490.0,240.0,184.0,70.0,11.2,206.0,15.1,6.8,10.2
1078,BMW,460.0,460.0,Седан,1830.0,510.0,240.0,184.0,70.0,8.9,209.0,14.9,6.9,10.1
1079,BMW,460.0,460.0,Седан,1865.0,425.0,264.0,184.0,65.0,,,12.4,7.6,10.2
1080,BMW,460.0,460.0,Седан,1865.0,445.0,264.0,184.0,65.0,,,,,
1081,BMW,460.0,460.0,Седан,1880.0,490.0,310.0,204.0,70.0,,219.0,,,
1082,BMW,460.0,460.0,Седан,1880.0,490.0,310.0,218.0,70.0,8.9,219.0,16.0,7.1,10.6
1083,BMW,460.0,460.0,Седан,1880.0,490.0,290.0,185.0,70.0,9.8,207.0,16.8,7.9,11.4
1084,BMW,460.0,460.0,Седан,1880.0,510.0,290.0,185.0,70.0,7.9,217.0,15.8,8.0,11.4
1085,BMW,460.0,460.0,Седан,1880.0,510.0,310.0,204.0,70.0,7.5,224.0,,,
1086,BMW,460.0,460.0,Седан,1880.0,510.0,310.0,218.0,70.0,7.2,225.0,15.0,7.3,10.4
1109,BMW,460.0,460.0,Седан,1910.0,510.0,162.0,113.0,80.0,14.1,191.0,11.6,6.8,9.0
1110,BMW,460.0,460.0,Седан,1910.0,510.0,168.0,116.0,80.0,13.7,192.0,11.5,6.2,8.6
1111,BMW,460.0,460.0,Седан,1870.0,510.0,162.0,113.0,80.0,12.4,194.0,10.9,6.6,8.6
1112,BMW,460.0,460.0,Седан,1840.0,510.0,165.0,115.0,80.0,12.8,192.0,11.0,6.6,8.7
1113,BMW,460.0,460.0,Седан,1870.0,510.0,168.0,116.0,80.0,12.3,198.0,10.5,6.0,8.1
1114,BMW,460.0,460.0,Седан,1955.0,510.0,190.0,150.0,80.0,12.2,207.0,14.2,7.0,9.9
1115,BMW,460.0,460.0,Седан,1990.0,510.0,190.0,150.0,80.0,12.0,207.0,13.9,6.8,9.7
1116,BMW,460.0,460.0,Седан,1930.0,510.0,174.0,129.0,80.0,13.3,200.0,13.3,6.9,9.6
1117,BMW,460.0,460.0,Седан,1930.0,510.0,164.0,129.0,80.0,13.9,198.0,13.9,7.7,10.3
1118,BMW,460.0,460.0,Седан,1910.0,510.0,164.0,129.0,80.0,11.9,203.0,13.6,7.5,10.1
1119,BMW,460.0,460.0,Седан,1910.0,510.0,174.0,129.0,80.0,11.4,203.0,13.4,6.8,9.6
1120,BMW,460.0,460.0,Седан,1935.0,510.0,190.0,150.0,80.0,10.0,211.0,13.9,6.9,9.8
1121,BMW,460.0,460.0,Седан,1990.0,510.0,190.0,150.0,80.0,11.7,207.0,12.5,6.5,9.0
1122,BMW,460.0,460.0,Седан,1955.0,510.0,190.0,150.0,80.0,10.6,211.0,11.6,6.9,8.9
1123,BMW,460.0,460.0,Седан,2010.0,510.0,222.0,115.0,80.0,13.9,190.0,9.8,5.3,7.3
1124,BMW,460.0,460.0,Седан,1990.0,510.0,222.0,115.0,80.0,12.9,192.0,9.5,5.1,7.1
1125,BMW,460.0,460.0,Седан,2005.0,510.0,245.0,192.0,80.0,9.9,225.0,14.1,6.9,9.8
1126,BMW,460.0,460.0,Седан,2025.0,510.0,245.0,192.0,80.0,9.9,225.0,14.0,6.5,9.5
1127,BMW,460.0,460.0,Седан,1980.0,510.0,222.0,170.0,80.0,11.3,217.0,13.1,6.9,9.4
1128,BMW,460.0,460.0,Седан,1980.0,510.0,222.0,170.0,80.0,11.3,217.0,13.3,7.2,9.8
1129,BMW,460.0,460.0,Седан,1960.0,510.0,222.0,170.0,80.0,9.5,221.0,13.1,7.0,9.5
1130,BMW,460.0,460.0,Седан,1960.0,510.0,222.0,170.0,80.0,9.5,221.0,12.9,6.8,9.3
1131,BMW,460.0,460.0,Седан,1985.0,510.0,245.0,192.0,80.0,8.6,230.0,13.9,6.6,9.5
1132,BMW,460.0,460.0,Седан,2025.0,510.0,250.0,192.0,80.0,9.5,225.0,12.6,6.2,8.8
1133,BMW,460.0,460.0,Седан,1990.0,510.0,250.0,192.0,80.0,8.6,230.0,12.1,6.8,9.0
1134,BMW,460.0,460.0,Седан,2115.0,510.0,245.0,192.0,80.0,10.8,217.0,14.6,7.1,10.2
1135,BMW,460.0,460.0,Седан,2080.0,510.0,245.0,192.0,80.0,9.5,220.0,13.8,7.8,10.3
1136,BMW,460.0,460.0,Седан,2115.0,510.0,250.0,192.0,80.0,10.3,217.0,13.1,6.8,9.5
1137,BMW,460.0,460.0,Седан,2080.0,510.0,250.0,192.0,80.0,9.5,220.0,12.4,7.4,9.6
1138,BMW,460.0,460.0,Седан,2010.0,510.0,222.0,115.0,80.0,13.9,190.0,9.8,5.2,7.3
1139,BMW,460.0,460.0,Седан,1975.0,510.0,222.0,115.0,80.0,12.9,194.0,9.3,5.2,7.1
1140,BMW,460.0,460.0,Седан,2025.0,510.0,260.0,143.0,80.0,11.6,205.0,9.8,5.2,7.2
1141,BMW,460.0,460.0,Седан,1990.0,510.0,260.0,143.0,80.0,11.0,207.0,9.1,5.1,7.0
1142,BMW,460.0,460.0,Седан,2040.0,510.0,260.0,188.0,80.0,10.8,224.0,16.4,7.3,10.9
1143,BMW,460.0,460.0,Седан,2105.0,510.0,290.0,218.0,80.0,8.8,232.0,15.5,7.2,10.5
1144,BMW,460.0,460.0,Седан,2040.0,510.0,260.0,188.0,80.0,10.8,224.0,16.8,7.4,11.1
1145,BMW,460.0,460.0,Седан,2020.0,510.0,260.0,188.0,80.0,8.6,227.0,15.9,7.4,10.8
1146,BMW,460.0,460.0,Седан,2020.0,510.0,260.0,188.0,80.0,8.6,227.0,15.4,7.4,10.6
1147,BMW,460.0,460.0,Седан,2075.0,510.0,290.0,218.0,80.0,7.7,235.0,14.6,8.0,10.8
1148,BMW,460.0,460.0,Седан,2055.0,510.0,305.0,211.0,80.0,9.1,231.0,16.6,7.6,11.2
1149,BMW,460.0,460.0,Седан,2035.0,510.0,305.0,211.0,80.0,7.7,235.0,15.8,7.6,11.0
1150,BMW,460.0,460.0,Седан,2160.0,510.0,400.0,286.0,80.0,8.1,250.0,17.5,7.8,11.6
1151,BMW,460.0,460.0,Седан,2125.0,520.0,400.0,286.0,80.0,6.3,250.0,16.9,7.6,11.4
1187,BMW,460.0,460.0,Седан,2000.0,510.0,280.0,136.0,70.0,10.6,206.0,7.8,4.7,5.8
1188,BMW,460.0,460.0,Седан,2040.0,510.0,210.0,170.0,70.0,10.2,220.0,12.8,7.5,9.5
1189,BMW,460.0,460.0,Седан,2005.0,510.0,210.0,170.0,70.0,9.1,226.0,12.2,7.1,9.0
1190,BMW,460.0,460.0,Седан,2170.0,540.0,350.0,163.0,70.0,9.1,219.0,11.1,6.4,8.3
1191,BMW,460.0,460.0,Седан,2135.0,540.0,350.0,163.0,70.0,8.9,219.0,9.2,5.3,6.7
1192,BMW,460.0,460.0,Седан,,,237.0,186.0,70.0,,,12.4,8.7,10.7
1193,BMW,460.0,460.0,Седан,2045.0,510.0,245.0,192.0,70.0,8.9,232.0,14.4,7.9,10.3
1194,BMW,460.0,460.0,Седан,,,237.0,186.0,70.0,,,11.8,8.1,9.8
1195,BMW,460.0,460.0,Седан,2010.0,510.0,245.0,192.0,70.0,8.1,238.0,13.1,7.2,9.4
1196,BMW,460.0,460.0,Седан,2200.0,540.0,410.0,193.0,70.0,8.0,230.0,11.8,6.3,8.3
1197,BMW,460.0,460.0,Седан,2165.0,540.0,410.0,193.0,70.0,7.8,230.0,9.7,5.6,7.1
1198,BMW,460.0,460.0,Седан,,,290.0,228.0,70.0,,,13.1,9.0,11.2
1199,BMW,460.0,460.0,Седан,2105.0,530.0,300.0,231.0,70.0,7.6,244.0,15.5,7.9,10.7
1200,BMW,460.0,460.0,Седан,,,290.0,228.0,70.0,,,11.2,7.8,9.8
1201,BMW,460.0,460.0,Седан,2070.0,530.0,300.0,231.0,70.0,7.1,250.0,13.1,7.4,9.5
1202,BMW,460.0,460.0,Седан,2195.0,550.0,345.0,238.0,70.0,7.6,247.0,17.7,8.6,12.0
1203,BMW,460.0,460.0,Седан,2150.0,540.0,345.0,238.0,70.0,6.9,250.0,17.5,8.5,11.8
1204,BMW,460.0,460.0,Седан,2205.0,530.0,440.0,286.0,70.0,6.4,250.0,18.2,8.9,12.3
1205,BMW,460.0,460.0,Седан,2200.0,400.0,440.0,286.0,70.0,6.7,250.0,19.5,9.2,13.0
1206,BMW,460.0,460.0,Седан,2170.0,540.0,440.0,286.0,70.0,6.2,250.0,18.4,8.8,12.3
1234,BMW,520.0,520.0,Седан,2060.0,540.0,340.0,163.0,70.0,8.7,223.0,9.3,5.5,6.9
1235,BMW,520.0,520.0,Седан,2050.0,540.0,340.0,163.0,70.0,8.6,223.0,8.0,4.7,5.9
1236,BMW,520.0,520.0,Седан,2035.0,540.0,210.0,170.0,70.0,9.9,226.0,13.9,7.5,9.8
1237,BMW,520.0,520.0,Седан,2025.0,540.0,210.0,170.0,70.0,9.0,230.0,13.0,6.8,9.0
1238,BMW,520.0,520.0,Седан,2030.0,540.0,230.0,177.0,70.0,9.3,232.0,13.4,6.9,9.3
1239,BMW,520.0,520.0,Седан,2010.0,540.0,230.0,177.0,70.0,8.5,235.0,12.1,6.4,8.5
1240,BMW,520.0,520.0,Седан,2155.0,560.0,400.0,177.0,70.0,8.3,227.0,10.6,6.2,7.8
1241,BMW,520.0,520.0,Седан,2145.0,560.0,400.0,177.0,70.0,8.1,230.0,9.3,5.3,6.7
1242,BMW,520.0,520.0,Седан,,,237.0,186.0,70.0,8.5,232.0,12.4,8.4,10.7
1243,BMW,520.0,520.0,Седан,2060.0,560.0,245.0,192.0,70.0,8.7,233.0,14.1,7.5,9.9
1244,BMW,520.0,520.0,Седан,2055.0,560.0,250.0,218.0,70.0,7.9,242.0,13.5,7.0,9.4
1245,BMW,520.0,520.0,Седан,,,237.0,186.0,70.0,8.1,235.0,12.4,8.4,10.7
1246,BMW,520.0,520.0,Седан,2050.0,560.0,245.0,192.0,70.0,7.9,238.0,13.6,7.0,9.4
1247,BMW,520.0,520.0,Седан,2035.0,560.0,250.0,218.0,70.0,7.5,245.0,12.4,6.5,8.7
1248,BMW,520.0,520.0,Седан,2165.0,560.0,250.0,218.0,70.0,8.4,232.0,14.8,7.7,10.3
1249,BMW,520.0,520.0,Седан,2150.0,560.0,250.0,218.0,70.0,8.3,237.0,13.7,7.2,9.6
1250,BMW,520.0,520.0,Седан,2170.0,560.0,500.0,218.0,70.0,7.3,243.0,10.8,6.1,7.8
1251,BMW,520.0,520.0,Седан,2160.0,560.0,500.0,231.0,70.0,6.8,248.0,10.3,5.9,7.5
