,Марка,Объем багажника минимальный [л],Объем багажника максимальный [л],Тип кузова,Полная масса [кг],Грузоподъёмность [кг],Максимальный крутящий момент [Н*м],Мощность двигателя [л.с.],Объём топливного бака [л],Разгон до 100 км/ч [сек],Максимальная скорость [км/ч],Расход топлива в городе на 100 км [л],Расход топлива на шоссе на 100 км [л],Расход топлива в смешанном цикле на 100 км [л]
2542,Mitsubishi,,,Седан,1440.0,480.0,105.0,68.0,50.0,18.4,140.0,12.1,6.8,8.8
2543,Mitsubishi,,,Седан,1440.0,465.0,116.0,82.0,50.0,13.6,160.0,11.0,6.4,8.2
2544,Mitsubishi,,,Седан,1440.0,480.0,120.0,86.0,50.0,13.0,160.0,11.2,6.5,8.3
2545,Mitsubishi,430.0,430.0,Седан,,,137.0,100.0,50.0,,,,,
2546,Mitsubishi,430.0,430.0,Седан,,,133.0,89.0,50.0,,,,,
2547,Mitsubishi,430.0,430.0,Седан,,,137.0,100.0,48.0,,,,,
2548,Mitsubishi,430.0,430.0,Седан,,,133.0,89.0,48.0,,,,,
2549,Mitsubishi,430.0,430.0,Седан,,,133.0,89.0,50.0,,,,,
2550,Mitsubishi,430.0,430.0,Седан,,,177.0,130.0,50.0,,,,,
2551,Mitsubishi,430.0,430.0,Седан,,,177.0,130.0,48.0,,,,,
2555,Mitsubishi,430.0,430.0,Седан,1770.0,570.0,120.0,82.0,50.0,13.7,171.0,8.5,5.3,6.5
2556,Mitsubishi,430.0,430.0,Седан,,,133.0,90.0,50.0,,,,,
2557,Mitsubishi,430.0,430.0,Седан,,,133.0,90.0,48.0,,,,,
2558,Mitsubishi,430.0,430.0,Седан,,,133.0,90.0,50.0,,,,,
2559,Mitsubishi,430.0,430.0,Седан,1770.0,550.0,150.0,98.0,50.0,13.6,176.0,10.3,6.4,8.0
2560,Mitsubishi,430.0,430.0,Седан,1770.0,570.0,150.0,98.0,50.0,11.8,183.0,8.8,5.5,6.8
2561,Mitsubishi,430.0,430.0,Седан,,,220.0,165.0,50.0,,,,,7.6
2562,Mitsubishi,430.0,430.0,Седан,,,155.0,114.0,50.0,,,,,
2563,Mitsubishi,430.0,430.0,Седан,,,174.0,130.0,50.0,,,,,
2564,Mitsubishi,430.0,430.0,Седан,,,155.0,114.0,50.0,,,,,
2565,Mitsubishi,430.0,430.0,Седан,,,174.0,130.0,50.0,,,,,
2566,Mitsubishi,430.0,430.0,Седан,,465.0,176.0,121.0,50.0,,,10.7,8.4,
2567,Mitsubishi,430.0,430.0,Седан,1770.0,,176.0,135.0,50.0,12.0,187.0,12.6,6.9,
2568,Mitsubishi,430.0,430.0,Седан,,465.0,176.0,121.0,50.0,,,9.8,7.3,
2569,Mitsubishi,430.0,430.0,Седан,1770.0,495.0,176.0,135.0,50.0,9.6,204.0,11.7,6.5,8.4
2577,Mitsubishi,,,,,,,,,,,,,
2580,Mitsubishi,,,,,,,,,,,,,
2581,Mitsubishi,,,Седан,,,136.0,100.0,50.0,,,,,
2582,Mitsubishi,430.0,430.0,Седан,,,133.0,90.0,50.0,,,,,
2583,Mitsubishi,430.0,430.0,Седан,,,133.0,90.0,48.0,,,,,
2584,Mitsubishi,430.0,430.0,Седан,,,133.0,90.0,50.0,,,,,
2585,Mitsubishi,430.0,430.0,Седан,,,219.0,165.0,50.0,,,,,
2586,Mitsubishi,430.0,430.0,Седан,,,170.0,114.0,50.0,,,,,
2587,Mitsubishi,430.0,430.0,Седан,,,220.0,165.0,50.0,,,,,
2588,Mitsubishi,430.0,430.0,Седан,,490.0,219.0,164.0,50.0,,,11.7,9.0,
2589,Mitsubishi,430.0,430.0,Седан,1780.0,490.0,219.0,164.0,50.0,,,10.7,8.1,
2590,Mitsubishi,,,Седан,1440.0,495.0,102.0,69.0,50.0,13.9,158.0,,,
2591,Mitsubishi,,,Седан,1440.0,495.0,102.0,69.0,50.0,13.9,158.0,,,
2592,Mitsubishi,,,Седан,1440.0,495.0,102.0,75.0,50.0,14.0,160.0,9.0,6.0,7.7
2593,Mitsubishi,,,Седан,1440.0,495.0,102.0,75.0,50.0,12.2,163.0,9.0,6.0,7.2
2594,Mitsubishi,,,Седан,1465.0,445.0,122.0,85.0,50.0,13.8,165.0,,,7.8
2595,Mitsubishi,,,Седан,1465.0,490.0,126.0,90.0,50.0,13.5,170.0,8.6,5.2,7.8
2596,Mitsubishi,,,Седан,1465.0,490.0,122.0,85.0,50.0,11.9,167.0,,,7.2
2597,Mitsubishi,,,Седан,1465.0,490.0,126.0,90.0,50.0,11.7,170.0,8.6,5.2,7.2
2598,Mitsubishi,,,Седан,1465.0,490.0,145.0,113.0,50.0,12.5,175.0,9.5,6.2,8.5
2599,Mitsubishi,,,Седан,1465.0,490.0,145.0,113.0,50.0,10.8,177.0,9.5,6.2,7.7
2600,Mitsubishi,,,Седан,1465.0,475.0,114.0,60.0,50.0,16.8,148.0,6.5,5.0,5.8
2601,Mitsubishi,1350.0,1350.0,Лифтбэк,1520.0,520.0,106.0,79.0,50.0,13.8,163.0,9.0,6.0,7.2
2602,Mitsubishi,1350.0,1350.0,Лифтбэк,1590.0,550.0,137.0,115.0,50.0,10.2,185.0,,,
2603,Mitsubishi,,,Лифтбэк,1465.0,490.0,126.0,91.0,50.0,13.5,170.0,8.6,5.2,7.8
2604,Mitsubishi,1350.0,1350.0,Лифтбэк,1520.0,520.0,126.0,97.0,50.0,13.5,170.0,,,7.8
2605,Mitsubishi,1350.0,1350.0,Лифтбэк,1520.0,520.0,126.0,97.0,50.0,13.5,170.0,,,7.8
2606,Mitsubishi,1350.0,1350.0,Лифтбэк,1590.0,550.0,137.0,115.0,50.0,10.2,185.0,,,
2607,Mitsubishi,,,Лифтбэк,1465.0,490.0,126.0,91.0,50.0,13.5,170.0,8.6,5.2,7.8
2608,Mitsubishi,1350.0,1350.0,Лифтбэк,1520.0,520.0,126.0,97.0,50.0,13.5,170.0,,,7.8
2609,Mitsubishi,1350.0,1350.0,Лифтбэк,1590.0,550.0,147.0,140.0,50.0,10.2,185.0,,,
2610,Mitsubishi,1350.0,1350.0,Лифтбэк,1590.0,550.0,167.0,175.0,50.0,10.2,185.0,,,
2611,Mitsubishi,1350.0,1350.0,Лифтбэк,1590.0,550.0,147.0,140.0,50.0,10.2,185.0,,,
2612,Mitsubishi,1350.0,1350.0,Лифтбэк,1590.0,550.0,167.0,175.0,50.0,10.2,185.0,,,
2613,Mitsubishi,1350.0,1350.0,Лифтбэк,1590.0,550.0,269.0,195.0,50.0,,185.0,,,9.6
2614,Mitsubishi,1350.0,1350.0,Лифтбэк,1590.0,550.0,275.0,205.0,50.0,,190.0,,,9.8
2615,Mitsubishi,320.0,1350.0,Лифтбэк,1520.0,440.0,149.0,76.0,50.0,16.4,148.0,,,5.9
2616,Mitsubishi,320.0,1350.0,Лифтбэк,1520.0,440.0,149.0,76.0,50.0,16.4,148.0,,,5.9
2617,Mitsubishi,320.0,1350.0,Лифтбэк,1520.0,440.0,149.0,76.0,50.0,16.4,148.0,,,5.9
2618,Mitsubishi,1350.0,1350.0,Лифтбэк,1590.0,550.0,269.0,195.0,50.0,,185.0,,,9.6
2619,Mitsubishi,1350.0,1350.0,Лифтбэк,1590.0,550.0,275.0,205.0,50.0,,196.0,,,9.6
2620,Mitsubishi,320.0,1350.0,Лифтбэк,1520.0,440.0,149.0,76.0,50.0,16.4,150.0,,,5.9
2621,Mitsubishi,320.0,1350.0,Лифтбэк,1520.0,440.0,177.0,88.0,50.0,15.2,155.0,,,6.0
2622,Mitsubishi,320.0,1350.0,Лифтбэк,1520.0,440.0,177.0,88.0,50.0,15.2,155.0,,,6.0
2623,Mitsubishi,320.0,1350.0,Лифтбэк,1520.0,440.0,177.0,88.0,50.0,15.2,155.0,,,6.0
2624,Mitsubishi,320.0,1350.0,Лифтбэк,1520.0,440.0,177.0,88.0,50.0,15.2,155.0,,,6.0
2625,Mitsubishi,320.0,950.0,Лифтбэк,1440.0,495.0,102.0,69.0,50.0,13.9,158.0,,,
2626,Mitsubishi,,,Лифтбэк,1440.0,495.0,102.0,69.0,50.0,13.9,158.0,,,
2627,Mitsubishi,,,Лифтбэк,1440.0,495.0,102.0,75.0,50.0,14.0,160.0,9.0,6.0,7.7
2628,Mitsubishi,,,Лифтбэк,1440.0,495.0,102.0,75.0,50.0,12.2,163.0,9.0,6.0,7.2
2629,Mitsubishi,320.0,950.0,Лифтбэк,1520.0,480.0,122.0,85.0,50.0,13.8,165.0,,,7.8
2630,Mitsubishi,,,Лифтбэк,1465.0,490.0,126.0,90.0,50.0,13.5,170.0,8.6,5.2,7.8
2631,Mitsubishi,320.0,950.0,Лифтбэк,1520.0,525.0,122.0,85.0,50.0,11.9,167.0,,,7.2
2632,Mitsubishi,,,Лифтбэк,1465.0,490.0,126.0,90.0,50.0,11.7,170.0,8.6,5.2,7.2
2633,Mitsubishi,,,Лифтбэк,1465.0,490.0,145.0,113.0,50.0,12.5,175.0,9.5,6.2,8.5
2634,Mitsubishi,,,Лифтбэк,1465.0,490.0,145.0,113.0,50.0,10.8,177.0,9.5,6.2,7.7
2635,Mitsubishi,320.0,950.0,Лифтбэк,1520.0,440.0,114.0,60.0,50.0,16.8,148.0,6.5,5.0,5.8
2636,Mitsubishi,375.0,375.0,Седан,,,106.0,79.0,50.0,,,,,
2637,Mitsubishi,375.0,375.0,Седан,,,106.0,79.0,50.0,,,,,
2638,Mitsubishi,375.0,375.0,Седан,,,106.0,79.0,50.0,,,,,
2639,Mitsubishi,375.0,375.0,Седан,,,135.0,115.0,50.0,,,,,
2640,Mitsubishi,375.0,375.0,Седан,,,125.0,97.0,50.0,,,,,
2641,Mitsubishi,375.0,375.0,Седан,,,125.0,97.0,50.0,,,,,
2642,Mitsubishi,375.0,375.0,Седан,,,135.0,115.0,50.0,,,,,
2643,Mitsubishi,375.0,375.0,Седан,,,125.0,97.0,50.0,,,,,
2644,Mitsubishi,375.0,375.0,Седан,,,125.0,97.0,50.0,,,,,
2645,Mitsubishi,375.0,375.0,Седан,1550.0,525.0,137.0,113.0,50.0,11.6,180.0,,,
2646,Mitsubishi,375.0,375.0,Седан,,,147.0,140.0,50.0,,,,,
2647,Mitsubishi,375.0,375.0,Седан,,,167.0,175.0,50.0,,,,,
2648,Mitsubishi,375.0,375.0,Седан,1550.0,545.0,137.0,113.0,50.0,9.8,190.0,,,
2649,Mitsubishi,375.0,375.0,Седан,,,147.0,140.0,50.0,,,,,
2650,Mitsubishi,375.0,375.0,Седан,,,167.0,175.0,50.0,,,,,
2651,Mitsubishi,375.0,375.0,Седан,1580.0,535.0,167.0,140.0,50.0,7.6,210.0,,,
2652,Mitsubishi,375.0,375.0,Седан,,,274.0,205.0,50.0,,,,,
2653,Mitsubishi,375.0,375.0,Седан,,,274.0,205.0,50.0,,,,,
2654,Mitsubishi,375.0,375.0,Седан,1580.0,550.0,123.0,68.0,50.0,16.2,160.0,,,
2655,Mitsubishi,375.0,375.0,Седан,,,176.0,88.0,50.0,,,,,
2656,Mitsubishi,375.0,375.0,Седан,,,176.0,88.0,50.0,,,,,
2657,Mitsubishi,375.0,375.0,Седан,,,176.0,88.0,50.0,,,,,
2658,Mitsubishi,375.0,375.0,Седан,,,176.0,88.0,50.0,,,,,
2664,Mitsubishi,420.0,420.0,Седан,1500.0,505.0,108.0,79.0,50.0,,160.0,,5.2,
2665,Mitsubishi,420.0,420.0,Седан,,,108.0,88.0,50.0,,,,,
2666,Mitsubishi,420.0,420.0,Седан,1485.0,515.0,108.0,79.0,50.0,,170.0,,4.9,
2667,Mitsubishi,420.0,420.0,Седан,,,108.0,88.0,50.0,,,,,
2668,Mitsubishi,420.0,420.0,Седан,,,122.0,94.0,50.0,,,,,
2669,Mitsubishi,420.0,420.0,Седан,,,137.0,110.0,50.0,,,,,
2670,Mitsubishi,420.0,420.0,Седан,,,122.0,94.0,50.0,,,,,
2671,Mitsubishi,420.0,420.0,Седан,,,137.0,110.0,50.0,,,,,
2672,Mitsubishi,420.0,420.0,Седан,,,167.0,175.0,50.0,,,,,
2673,Mitsubishi,420.0,420.0,Седан,,,167.0,175.0,50.0,,,,,
2674,Mitsubishi,420.0,420.0,Седан,,,167.0,135.0,50.0,,,,,
2675,Mitsubishi,420.0,420.0,Седан,,,275.0,205.0,50.0,,,,,
2676,Mitsubishi,420.0,420.0,Седан,,,275.0,205.0,50.0,,,,,
2677,Mitsubishi,420.0,420.0,Седан,,,176.5,88.0,50.0,,,,,
2678,Mitsubishi,420.0,420.0,Седан,,,176.5,88.0,50.0,,,,,
2679,Mitsubishi,420.0,420.0,Седан,,,176.5,88.0,50.0,,,,,
2680,Mitsubishi,420.0,420.0,Седан,,,176.5,88.0,50.0,,,,,
2681,Mitsubishi,420.0,420.0,Седан,,,108.0,88.0,50.0,,,,,
2682,Mitsubishi,420.0,420.0,Седан,,,108.0,88.0,50.0,,,,,
2683,Mitsubishi,420.0,420.0,Седан,,,137.0,110.0,50.0,,,,,
2684,Mitsubishi,420.0,420.0,Седан,,,137.0,110.0,50.0,,,,,
2685,Mitsubishi,420.0,420.0,Седан,,,137.0,110.0,50.0,,,,,
2686,Mitsubishi,420.0,420.0,Седан,,,137.0,110.0,50.0,,,,,
2687,Mitsubishi,420.0,420.0,Седан,,,167.0,175.0,50.0,,,,,
2688,Mitsubishi,420.0,420.0,Седан,,,167.0,175.0,50.0,,,,,
2689,Mitsubishi,420.0,420.0,Седан,,,167.0,135.0,50.0,,,,,
2690,Mitsubishi,420.0,420.0,Седан,,,275.0,205.0,50.0,,,,,
2691,Mitsubishi,420.0,420.0,Седан,,,275.0,205.0,50.0,,,,,
2692,Mitsubishi,420.0,420.0,Седан,,,176.5,88.0,50.0,,,,,
2693,Mitsubishi,420.0,420.0,Седан,,,176.5,88.0,50.0,,,,,
2694,Mitsubishi,420.0,420.0,Седан,,,176.5,88.0,50.0,,,,,
2695,Mitsubishi,420.0,420.0,Седан,,,176.5,88.0,50.0,,,,,
2696,Mitsubishi,300.0,300.0,Седан,,,178.5,143.0,59.0,11.7,186.0,7.7,5.2,6.5
2697,Mitsubishi,300.0,300.0,Седан,,,205.0,157.0,59.0,9.2,,,,
2698,Mitsubishi,300.0,300.0,Седан,,,178.5,143.0,59.0,11.7,186.0,7.7,5.2,6.5
2699,Mitsubishi,300.0,300.0,Седан,,,205.0,157.0,59.0,9.2,,,,
2700,Mitsubishi,433.0,433.0,Седан,2025.0,475.0,343.0,241.0,55.0,7.0,230.0,13.8,7.8,10.0
2710,Mitsubishi,,,,,,,,,,,,,
2712,Mitsubishi,315.0,315.0,Седан,1750.0,475.0,143.0,109.0,59.0,,178.0,8.9,6.0,7.0
2713,Mitsubishi,315.0,315.0,Седан,1750.0,505.0,143.0,109.0,59.0,11.8,191.0,8.2,5.4,6.4
2714,Mitsubishi,315.0,315.0,Седан,1750.0,470.0,154.0,117.0,59.0,14.0,180.0,9.2,5.7,7.0
2715,Mitsubishi,315.0,315.0,Седан,1750.0,490.0,150.0,98.0,59.0,11.8,183.0,8.8,5.5,6.7
2716,Mitsubishi,315.0,315.0,Седан,1750.0,490.0,154.0,117.0,59.0,10.7,191.0,7.4,4.7,5.7
2717,Mitsubishi,315.0,315.0,Седан,1750.0,490.0,145.0,86.0,59.0,10.7,191.0,7.4,4.7,5.8
2718,Mitsubishi,315.0,315.0,Седан,1750.0,490.0,150.0,98.0,59.0,11.8,183.0,8.8,5.5,6.7
2719,Mitsubishi,,,,,,,,,,,,,
2720,Mitsubishi,315.0,315.0,Седан,1850.0,490.0,178.0,143.0,59.0,11.2,192.0,10.9,6.2,7.9
2721,Mitsubishi,315.0,315.0,Седан,1940.0,520.0,300.0,150.0,59.0,10.2,193.0,5.4,3.9,4.4
2722,Mitsubishi,,,,,,,,,,,,,
2723,Mitsubishi,315.0,315.0,Седан,1850.0,520.0,178.0,143.0,59.0,9.8,204.0,10.4,6.1,7.7
2724,Mitsubishi,315.0,315.0,Седан,1915.0,455.0,343.0,240.0,59.0,7.3,230.0,13.6,7.6,9.8
2725,Mitsubishi,328.0,328.0,Седан,,,194.0,145.0,58.0,,,10.7,8.1,
2726,Mitsubishi,315.0,315.0,Седан,1850.0,500.0,198.0,150.0,59.0,,200.0,11.9,6.4,8.4
2727,Mitsubishi,,,,,,,,,,,,,
2728,Mitsubishi,,,,,,,,,,,,,
2729,Mitsubishi,315.0,315.0,Седан,1915.0,425.0,198.0,150.0,59.0,11.4,195.0,12.1,6.8,8.8
2730,Mitsubishi,315.0,315.0,Седан,,,310.0,138.0,59.0,9.7,207.0,8.3,5.1,6.3
2731,Mitsubishi,328.0,328.0,Седан,,,194.0,145.0,58.0,,,11.2,8.1,
2732,Mitsubishi,315.0,315.0,Седан,1850.0,530.0,198.0,150.0,59.0,9.4,200.0,10.8,6.6,8.1
2733,Mitsubishi,,,,,,,,,,,,,
2734,Mitsubishi,315.0,315.0,Седан,1915.0,455.0,198.0,150.0,59.0,9.8,200.0,11.2,6.9,8.5
2735,Mitsubishi,315.0,315.0,Седан,1915.0,455.0,343.0,240.0,59.0,7.3,230.0,13.6,7.6,9.8
2736,Mitsubishi,348.0,348.0,Седан,,,226.0,168.0,55.0,,,11.2,8.7,
2737,Mitsubishi,348.0,348.0,Седан,1900.0,575.0,226.0,168.0,55.0,,,9.2,6.9,8.2
2738,Mitsubishi,348.0,348.0,Седан,,,226.0,168.0,55.0,,,11.2,8.4,
2739,Mitsubishi,,,Седан,,,149.0,113.0,59.0,,185.0,,,6.6
2740,Mitsubishi,,,Седан,,,175.0,136.0,59.0,,190.0,,,7.3
2741,Mitsubishi,,,Седан,,,175.0,136.0,59.0,,200.0,,,7.1
2742,Mitsubishi,315.0,315.0,Седан,1750.0,475.0,143.0,109.0,59.0,14.3,178.0,8.9,6.0,7.0
2743,Mitsubishi,315.0,315.0,Седан,1750.0,500.0,143.0,109.0,59.0,11.6,192.0,8.2,5.4,6.4
2744,Mitsubishi,315.0,315.0,Седан,1750.0,465.0,154.0,117.0,59.0,14.1,180.0,9.1,5.8,7.1
2745,Mitsubishi,315.0,315.0,Седан,1750.0,485.0,154.0,117.0,59.0,10.8,190.0,7.8,5.0,6.1
2746,Mitsubishi,315.0,315.0,Седан,1850.0,520.0,178.0,140.0,59.0,11.4,191.0,10.8,6.1,7.8
2747,Mitsubishi,315.0,315.0,Седан,1850.0,550.0,178.0,140.0,59.0,10.0,202.0,10.1,6.0,7.5
2748,Mitsubishi,348.0,348.0,Седан,1800.0,455.0,194.0,142.0,59.0,,,9.4,7.1,8.4
2749,Mitsubishi,348.0,348.0,Седан,1800.0,470.0,197.0,150.0,59.0,,,9.0,6.9,8.1
2750,Mitsubishi,348.0,348.0,Седан,1800.0,485.0,194.0,142.0,59.0,,,9.8,7.1,8.4
2751,Mitsubishi,348.0,348.0,Седан,1800.0,500.0,197.0,150.0,59.0,,,9.4,6.9,8.4
2752,Mitsubishi,348.0,348.0,Седан,1850.0,455.0,218.0,163.0,59.0,,,10.2,7.8,9.0
2753,Mitsubishi,348.0,348.0,Седан,1850.0,435.0,226.0,170.0,59.0,,,10.7,8.1,9.4
2754,Mitsubishi,348.0,348.0,Седан,1850.0,485.0,218.0,163.0,59.0,,,10.7,7.6,9.0
2755,Mitsubishi,348.0,348.0,Седан,1850.0,505.0,226.0,170.0,59.0,,,10.7,7.6,9.0
2756,Mitsubishi,,,Седан,1445.0,,309.0,250.0,50.0,,180.0,,,
2757,Mitsubishi,,,Седан,1455.0,,309.0,260.0,50.0,,180.0,,,
2758,Mitsubishi,,,Седан,1465.0,,309.0,270.0,50.0,,180.0,,,
2759,Mitsubishi,,,Седан,1535.0,,353.0,280.0,50.0,,180.0,,,
2762,Mitsubishi,430.0,430.0,Седан,,,407.0,280.0,50.0,,,,,
2763,Mitsubishi,430.0,430.0,Седан,,,400.0,280.0,55.0,,,,,
2764,Mitsubishi,430.0,430.0,Седан,1907.0,425.0,392.0,286.0,55.0,5.8,250.0,14.7,10.7,
2765,Mitsubishi,430.0,430.0,Седан,1885.0,345.0,355.0,280.0,55.0,5.7,250.0,14.6,8.2,10.6
2766,Mitsubishi,430.0,430.0,Седан,,455.0,392.0,286.0,55.0,,,13.8,10.2,
2767,Mitsubishi,430.0,430.0,Седан,,,403.0,310.0,55.0,4.7,253.0,16.9,12.0,13.8
2768,Mitsubishi,430.0,430.0,Седан,,,415.0,330.0,55.0,4.5,253.0,,,
2769,Mitsubishi,430.0,430.0,Седан,,,435.0,349.0,55.0,4.3,253.0,,,
2770,Mitsubishi,430.0,430.0,Седан,,,492.0,371.0,55.0,4.1,257.0,,,
2771,Mitsubishi,,,Седан,1535.0,,373.0,280.0,50.0,,180.0,,,
2772,Mitsubishi,420.0,420.0,Седан,,,373.0,280.0,50.0,4.9,260.0,,9.8,
2773,Mitsubishi,420.0,420.0,Седан,,,373.0,280.0,50.0,,,,,
2774,Mitsubishi,420.0,420.0,Седан,,,438.0,334.0,50.0,4.2,,,,
2775,Mitsubishi,420.0,420.0,Седан,,,409.0,345.0,50.0,5.0,,,,
2776,Mitsubishi,420.0,420.0,Седан,,,512.0,353.0,50.0,4.0,,,,
2777,Mitsubishi,420.0,420.0,Седан,,,373.0,280.0,50.0,,241.0,,,
2778,Mitsubishi,430.0,430.0,Седан,,,343.0,272.0,48.0,,,,,
2779,Mitsubishi,430.0,430.0,Седан,1695.0,,383.0,280.0,48.0,5.3,253.0,15.4,8.3,10.9
2780,Mitsubishi,430.0,430.0,Седан,1695.0,,383.0,280.0,48.0,5.3,253.0,15.4,8.3,10.9
2781,Mitsubishi,430.0,430.0,Седан,1655.0,,383.0,284.0,48.0,,,,,
2782,Mitsubishi,430.0,430.0,Седан,,,407.0,310.0,48.0,5.1,253.0,,,
2783,Mitsubishi,430.0,430.0,Седан,,,383.0,280.0,48.0,,,,,10.4
2784,Mitsubishi,430.0,430.0,Седан,,,392.0,280.0,55.0,,,,,10.3
2785,Mitsubishi,430.0,430.0,Седан,1885.0,440.0,355.0,265.0,55.0,6.1,245.0,15.4,8.3,10.9
2786,Mitsubishi,430.0,430.0,Седан,,,370.0,275.0,53.0,,,14.7,10.2,
2787,Mitsubishi,430.0,430.0,Седан,,,392.0,280.0,50.0,,,,,10.4
2788,Mitsubishi,430.0,430.0,Седан,,,407.0,304.0,55.0,4.9,253.0,17.2,10.8,13.1
2789,Mitsubishi,430.0,430.0,Седан,,,400.0,309.0,55.0,,253.0,16.85,12.0,13.8
2790,Mitsubishi,430.0,430.0,Седан,,,415.0,330.0,55.0,,253.0,17.2,10.8,13.1
2791,Mitsubishi,430.0,430.0,Седан,,,413.0,335.0,55.0,4.7,253.0,,,
2792,Mitsubishi,430.0,430.0,Седан,,,435.0,350.0,55.0,,253.0,,,
2793,Mitsubishi,430.0,430.0,Седан,,,474.0,411.0,55.0,,282.0,,,
2794,Mitsubishi,,,Седан,2060.0,470.0,422.0,280.0,55.0,6.5,230.0,13.6,8.3,10.2
2795,Mitsubishi,,,Седан,2060.0,470.0,422.0,280.0,55.0,6.5,230.0,13.6,8.3,10.2
2796,Mitsubishi,,,Седан,2060.0,470.0,366.0,295.0,55.0,5.6,240.0,13.6,8.3,10.2
